source_number,destination_number,is_carting,is_ftl,start_hour,osrm_time,osrm_distance,actual_distance,actual_time,real_actual_time_factor,data
393,27,0,1,17,1.1921,1.2767,1.5146,1.0071,1.9074,training
393,27,0,1,18,1.1956,1.28,1.5146,1.0787,1.9908,training
393,27,0,1,19,1.1973,1.28,1.5137,0.9237,1.8,training
393,30,0,1,2,2.8946,2.867,3.2908,2.9294,2.1277,training
393,30,0,1,3,2.8959,2.8691,3.2933,3.0703,2.2132,training
393,190,0,1,23,-0.3593,-0.3233,-0.2902,-0.4088,2.0,training
393,394,0,1,23,-0.3014,-0.2707,-0.2277,-0.326,2.2688,training
393,1003,0,1,22,-0.1147,-0.1491,-0.1369,-0.113,2.3181,training
393,1003,0,1,23,-0.1147,-0.1524,-0.136,-0.161,2.0663,training
394,723,0,1,1,-0.3435,-0.3023,-0.2609,-0.1373,5.1679,training
395,396,1,0,0,-0.3873,-0.3535,-0.3243,-0.4594,1.6093,training
395,396,1,0,1,-0.3833,-0.3511,-0.324,-0.4471,1.747,training
395,396,1,0,2,-0.3856,-0.3549,-0.3242,-0.4594,1.5833,training
395,397,1,0,2,-0.3225,-0.3337,-0.3219,-0.419,1.5,training
396,397,1,0,2,-0.2851,-0.278,-0.2525,-0.3545,1.8487,training
396,397,1,0,3,-0.2856,-0.2791,-0.253,-0.3861,1.5581,training
397,91,1,0,3,-0.2331,-0.2478,-0.2556,-0.0397,3.8491,training
397,91,1,0,4,-0.2357,-0.2488,-0.2454,-0.0447,3.8474,training
397,762,1,0,3,-0.2515,-0.26,-0.2568,-0.113,3.4411,training
397,762,1,0,4,-0.2578,-0.2667,-0.2595,0.0228,4.7951,training
398,55,0,1,17,0.3717,0.1866,0.2064,-0.0321,1.2321,training
398,55,0,1,18,0.3717,0.1916,0.2049,0.0438,1.4107,training
398,55,0,1,19,0.377,0.1584,0.2072,0.0817,1.4911,training
398,399,1,0,20,-0.3777,-0.3827,-0.3671,-0.4544,1.5692,training
398,399,1,0,21,-0.3803,-0.3853,-0.3692,-0.4635,1.4513,training
398,399,1,0,22,-0.3715,-0.3799,-0.3641,-0.4645,1.3422,training
398,399,1,0,23,-0.375,-0.3835,-0.3691,-0.467,1.3407,training
398,507,0,1,18,-0.1752,-0.2309,-0.229,-0.338,1.3438,training
398,1579,0,1,22,-0.3172,-0.3579,-0.3527,-0.4544,1.0811,training
399,400,1,0,0,-0.4095,-0.404,-0.3866,-0.4769,1.5899,training
399,400,1,0,1,-0.4224,-0.4126,-0.3965,-0.4898,1.5368,training
399,400,1,0,2,-0.4066,-0.4024,-0.3865,-0.4493,2.1,training
400,401,1,0,0,-0.3698,-0.3606,-0.3456,-0.3987,2.2963,training
400,401,1,0,1,-0.3704,-0.3634,-0.3488,-0.4029,2.244,training
400,401,1,0,2,-0.3856,-0.3742,-0.3597,-0.4114,2.375,training
401,402,1,0,2,-0.3842,-0.3741,-0.3938,-0.4363,1.9388,training
401,402,1,0,3,-0.3829,-0.3764,-0.3962,-0.4607,1.5333,training
401,402,1,0,4,-0.3803,-0.368,-0.3945,-0.3684,2.96,training
402,398,1,0,3,-0.3007,-0.313,-0.3114,-0.1719,3.7875,training
402,398,1,0,4,-0.3067,-0.3153,-0.3143,-0.2234,3.3713,training
402,398,1,0,5,-0.3014,-0.3126,-0.3118,-0.3532,2.0,training
403,205,1,0,3,-0.1875,-0.1416,-0.1099,0.1365,4.4034,training
403,205,1,0,4,-0.1927,-0.144,-0.113,0.1832,4.8121,training
403,205,1,0,5,-0.1884,-0.1396,-0.1101,0.1449,4.5019,training
403,205,1,0,6,-0.191,-0.1421,-0.1128,0.3927,6.1475,training
404,405,0,1,0,-0.1068,-0.059,-0.2754,-0.1787,1.9351,training
404,405,0,1,1,-0.1083,-0.0582,-0.2743,-0.1524,2.0779,training
404,405,0,1,2,-0.1121,-0.0636,-0.2804,-0.1724,1.9935,training
405,222,0,1,3,0.1824,0.2008,-0.0076,0.1348,2.0682,training
405,222,0,1,4,0.1836,0.2026,-0.0068,0.1028,1.9684,training
406,18,0,1,0,-0.2383,-0.1964,-0.1702,-0.297,1.9615,training
406,18,0,1,22,-0.2278,-0.1802,-0.1731,-0.1585,2.9074,training
406,18,0,1,23,-0.2155,-0.1807,-0.1691,-0.2605,2.0663,training
406,18,1,0,23,-0.212,-0.1819,-0.1656,-0.3178,1.6491,training
406,176,1,0,13,0.0772,0.1388,0.2261,0.069,2.2054,training
406,176,1,0,14,0.0877,0.1429,0.2272,0.0981,2.2668,training
406,176,1,0,15,0.0909,0.1442,0.228,0.2208,2.6775,training
406,176,1,0,16,0.1009,0.1495,0.23,0.3307,3.0125,training
406,176,1,0,17,0.0772,0.1364,0.2234,0.1272,2.4107,training
406,176,1,0,18,0.0772,0.1367,0.2237,0.1904,2.6339,training
407,176,1,0,0,-0.3277,-0.3024,-0.3153,-0.3777,2.0062,training
407,176,1,0,1,-0.3382,-0.3075,-0.3119,-0.424,1.5758,training
407,176,1,0,6,-0.333,-0.3044,-0.315,-0.3026,2.9412,training
407,176,1,0,10,-0.333,-0.3038,-0.3157,-0.381,2.0294,training
407,176,1,0,12,-0.333,-0.3048,-0.3116,-0.3987,1.8235,training
407,176,1,0,13,-0.333,-0.3032,-0.3167,-0.4063,1.7353,training
407,176,1,0,14,-0.3256,-0.3024,-0.3154,-0.3355,2.475,training
407,176,1,0,15,-0.333,-0.3036,-0.316,-0.3659,2.2059,training
407,176,1,0,22,-0.333,-0.3083,-0.3165,-0.3827,2.0053,training
407,176,1,0,23,-0.3321,-0.3064,-0.3149,-0.408,1.7087,training
408,409,0,1,2,-0.2488,-0.2133,-0.1703,-0.3414,1.6933,training
408,409,0,1,3,-0.2497,-0.2126,-0.1697,-0.3237,1.8402,training
409,1505,0,1,4,-0.3435,-0.3063,-0.2956,-0.2993,3.1595,training
409,1505,0,1,5,-0.3466,-0.3075,-0.2976,-0.3573,2.4794,training
410,17,1,0,3,-0.333,-0.3021,-0.31,3.614,48.5,training
410,411,1,0,1,-0.375,-0.3646,-0.3404,-0.3899,2.5192,training
410,411,1,0,2,-0.3715,-0.3629,-0.3416,-0.3541,2.9862,training
411,17,1,0,3,-0.3137,-0.3201,-0.3337,-0.2597,3.1231,training
411,17,1,0,4,-0.304,-0.3112,-0.332,-0.3039,2.5215,training
412,31,1,0,7,-0.3505,-0.3372,-0.3203,-0.1046,5.8136,training
412,31,1,0,8,-0.3456,-0.3327,-0.3158,-0.1944,4.5014,training
412,31,1,0,9,-0.3461,-0.333,-0.3165,-0.2495,3.8564,training
412,558,1,0,1,-0.4259,-0.4141,-0.4054,-0.5024,1.2876,training
412,558,1,0,2,-0.4364,-0.4152,-0.4093,-0.5083,1.2917,training
413,4,1,0,2,-0.3856,-0.414,-0.41,-0.258,4.9964,training
413,4,1,0,3,-0.4013,-0.4201,-0.4146,-0.3279,4.2857,training
413,4,1,0,7,-0.3961,-0.4177,-0.4123,-0.4872,1.2273,training
413,4,1,0,8,-0.3961,-0.4177,-0.4128,-0.4775,1.4019,training
413,4,1,0,9,-0.3908,-0.4152,-0.4107,-0.4518,1.7826,training
413,4,1,0,10,-0.3934,-0.4168,-0.412,-0.4531,1.8065,training
413,4,1,0,14,-0.3882,-0.4145,-0.4101,-0.2824,4.4934,training
413,4,1,0,15,-0.3908,-0.4151,-0.4116,-0.3869,2.8266,training
413,4,1,0,16,-0.3934,-0.4173,-0.4127,-0.443,1.9862,training
413,4,1,0,17,-0.375,-0.4104,-0.4052,-0.113,6.7308,training
414,1355,1,0,4,-0.2646,-0.2462,-0.225,-0.2723,2.383,training
414,1355,1,0,5,-0.2769,-0.2548,-0.2287,-0.2394,2.804,training
414,1355,1,0,10,-0.2751,-0.2524,-0.2273,-0.2445,2.7333,training
416,57,0,1,1,1.5549,1.4911,1.2257,1.71,2.2799,training
416,57,0,1,17,1.5234,1.4769,1.221,2.4104,3.031,training
416,57,0,1,18,1.5339,1.4811,1.2253,1.4218,2.0103,training
416,57,0,1,19,1.5425,1.4851,1.2243,1.3089,1.8877,training
416,417,0,1,2,-0.2637,-0.2823,-0.266,-0.3305,1.884,training
416,417,0,1,3,-0.2488,-0.2749,-0.2631,-0.3456,1.66,training
416,479,0,1,0,-0.0805,-0.1436,-0.1615,-0.1914,1.7561,training
416,479,0,1,19,-0.0832,-0.1456,-0.163,-0.242,1.5215,training
416,479,0,1,20,-0.0827,-0.1451,-0.1625,-0.1287,2.072,training
416,479,0,1,21,-0.0946,-0.1496,-0.1605,-0.2141,1.7033,training
416,479,0,1,22,-0.0963,-0.151,-0.16,-0.1914,1.8228,training
416,479,0,1,23,-0.0805,-0.1436,-0.1612,-0.2116,1.6585,training
416,480,0,1,21,0.0614,-0.0302,-0.1387,-0.0296,1.9083,training
416,494,0,1,0,-0.12,-0.1806,-0.1876,-0.0308,2.7733,training
416,494,0,1,1,-0.1121,-0.181,-0.1934,0.0008,2.8947,training
416,494,0,1,23,-0.1121,-0.1786,-0.1878,-0.1307,2.2105,training
416,501,0,1,2,1.1395,0.8807,0.8916,0.9894,1.9459,training
416,501,0,1,3,1.129,0.8802,0.8928,0.9945,1.9647,training
417,501,0,1,4,0.8871,0.6901,0.7029,0.9287,2.2068,training
417,501,0,1,5,0.8766,0.6828,0.6937,0.8524,2.1094,training
417,501,0,1,6,0.8792,0.6866,0.6938,0.6544,1.809,training
418,17,1,0,0,-0.3242,-0.3348,-0.3446,-0.381,1.9323,training
418,17,1,0,6,-0.3277,-0.3351,-0.3447,-0.3052,2.8286,training
418,17,1,0,9,-0.3225,-0.3332,-0.3433,-0.3861,1.8611,training
418,17,1,0,16,-0.3251,-0.3345,-0.3442,-0.3557,2.225,training
418,17,1,0,22,-0.3277,-0.3355,-0.3448,-0.3532,2.2857,training
418,17,1,0,23,-0.3225,-0.3335,-0.3436,-0.4145,1.5472,training
418,303,1,0,6,-0.4513,-0.4333,-0.418,-0.4607,3.2538,training
418,303,1,0,7,-0.4513,-0.433,-0.4181,-0.4746,2.6808,training
418,303,1,0,8,-0.4487,-0.4317,-0.4184,-0.4771,2.5833,training
418,303,1,0,14,-0.4539,-0.4341,-0.4177,-0.4999,2.0,training
418,303,1,0,15,-0.4539,-0.4357,-0.4192,-0.515,1.4545,training
418,721,1,0,0,-0.3553,-0.3286,-0.3004,-0.3279,3.0302,training
418,721,1,0,22,-0.3558,-0.3291,-0.301,-0.322,3.1088,training
418,721,1,0,23,-0.3523,-0.326,-0.2981,-0.397,2.0616,training
418,1206,1,0,6,-0.425,-0.4018,-0.3836,-0.4025,3.671,training
418,1415,1,0,0,-0.4513,-0.42,-0.4052,-0.3722,6.2159,training
418,1415,1,0,6,-0.4552,-0.429,-0.4156,-0.4404,4.2345,training
418,1415,1,0,23,-0.4539,-0.4262,-0.411,-0.3911,5.9091,training
419,17,0,1,0,0.1719,0.1093,0.1244,-0.0523,1.5308,training
419,17,0,1,1,0.1719,0.1097,0.1246,0.0084,1.7154,training
419,534,0,1,1,-0.358,-0.3757,-0.3665,-0.4253,1.7624,training
419,534,0,1,2,-0.36,-0.3779,-0.3679,-0.4262,1.7692,training
419,954,0,1,0,-0.2383,-0.3386,-0.3053,-0.2521,2.3077,training
419,954,0,1,1,-0.2471,-0.3439,-0.3119,-0.397,1.2262,training
420,17,0,1,4,-0.155,-0.1932,-0.1686,-0.219,1.9648,training
421,2,1,0,3,-0.4066,-0.3868,-0.3869,-0.4164,2.75,training
421,2,1,0,6,-0.4013,-0.3869,-0.3887,-0.2394,5.9524,training
421,2,1,0,7,-0.4048,-0.3867,-0.387,-0.435,2.3514,training
421,2,1,0,9,-0.4224,-0.416,-0.4141,-0.3077,5.7647,training
421,2,1,0,11,-0.4145,-0.3921,-0.3906,-0.4442,2.3721,training
421,2,1,0,14,-0.4066,-0.3857,-0.3882,-0.2597,5.85,training
421,2,1,0,18,-0.4224,-0.3955,-0.3923,-0.467,2.0588,training
421,2,1,0,19,-0.4066,-0.3885,-0.388,-0.4468,2.15,training
421,2,1,0,20,-0.3961,-0.3832,-0.3846,-0.4316,2.2273,training
421,2,1,0,21,-0.4171,-0.392,-0.3888,-0.3962,3.5,training
422,423,0,1,0,-0.0477,-0.0698,-0.1032,-0.1927,1.6251,training
422,423,0,1,1,-0.0543,-0.0775,-0.1107,-0.2285,1.4866,training
422,423,0,1,22,-0.0543,-0.0769,-0.1095,-0.199,1.6207,training
422,423,0,1,23,-0.049,-0.0873,-0.1121,-0.1693,1.7354,training
422,424,0,1,22,-0.0069,-0.1106,-0.115,-0.0498,2.0833,training
423,424,0,1,1,-0.3409,-0.3192,-0.3157,-0.4088,1.785,training
423,424,0,1,2,-0.3417,-0.3206,-0.3173,-0.4181,1.6816,training
423,424,0,1,3,-0.3435,-0.3223,-0.3194,-0.4249,1.6146,training
423,424,0,1,4,-0.3382,-0.3178,-0.3142,-0.4139,1.697,training
424,451,0,1,1,-0.2331,-0.2542,-0.2156,-0.3456,1.566,training
424,451,0,1,2,-0.2331,-0.2539,-0.2159,-0.338,1.6226,training
424,451,0,1,3,-0.2269,-0.2495,-0.2137,-0.2972,1.8813,training
424,451,0,1,4,-0.2313,-0.2524,-0.2172,-0.3254,1.709,training
424,451,0,1,5,-0.2331,-0.2541,-0.2156,-0.3039,1.8774,training
425,426,0,1,4,-0.3277,-0.2989,-0.3415,-0.3684,2.1143,training
425,426,0,1,5,-0.3303,-0.3016,-0.3437,-0.3911,1.8866,training
425,426,0,1,6,-0.3286,-0.301,-0.3444,-0.3595,2.2268,training
426,427,0,1,6,-0.3225,-0.3214,-0.2994,-0.4215,1.4722,training
426,427,0,1,7,-0.323,-0.3223,-0.3007,-0.4023,1.6871,training
427,304,0,1,7,-0.1226,-0.0959,-0.1072,-0.1939,1.9324,training
427,304,0,1,8,-0.1153,-0.0922,-0.1085,-0.1747,1.9973,training
427,304,0,1,9,-0.1204,-0.0947,-0.109,-0.1159,2.3368,training
428,109,0,1,22,0.3612,0.238,0.2558,0.3042,2.0482,training
428,586,0,1,22,-0.1857,-0.2124,-0.1749,-0.2976,1.6452,training
428,716,0,1,20,-0.0332,-0.0946,-0.0579,-0.29,1.1538,training
428,716,0,1,21,-0.0385,-0.0989,-0.0631,-0.1863,1.6222,training
428,756,0,1,22,-0.2699,-0.231,-0.2114,-0.1358,3.6087,training
428,756,0,1,23,-0.2646,-0.2261,-0.2081,-0.1977,2.99,training
428,991,0,1,1,-0.3382,-0.3415,-0.329,-0.3962,1.9091,training
428,991,0,1,23,-0.333,-0.3389,-0.3264,-0.4544,1.1765,training
428,1021,0,1,0,-0.1805,-0.1404,-0.1736,-0.3191,1.4834,training
428,1021,0,1,22,-0.1857,-0.1474,-0.1799,-0.2597,1.8871,training
428,1021,0,1,23,-0.1936,-0.1511,-0.1853,-0.333,1.4546,training
428,1609,0,1,1,-0.3856,-0.3437,-0.3166,-0.4518,1.7083,training
429,55,0,1,3,-0.2413,-0.2668,-0.2306,-0.2611,2.2594,training
430,92,1,0,0,-0.4048,-0.3957,-0.3906,-0.2681,5.3603,training
430,92,1,0,1,-0.4013,-0.3923,-0.3863,0.139,13.4511,training
430,92,1,0,2,-0.4066,-0.3978,-0.3928,-0.4341,2.4,training
430,92,1,0,6,-0.3908,-0.3851,-0.3801,-0.3355,3.7826,training
430,92,1,0,8,-0.3908,-0.3861,-0.3808,1.9856,43.6957,training
430,92,1,0,11,-0.3996,-0.3914,-0.3856,-0.346,3.8748,training
430,92,1,0,12,-0.4013,-0.3927,-0.3867,-0.2989,4.8333,training
430,92,1,0,19,-0.3961,-0.3899,-0.3849,-0.4341,2.1818,training
430,92,1,0,20,-0.3978,-0.3899,-0.3842,-0.4206,2.4603,training
430,92,1,0,21,-0.3961,-0.3883,-0.3828,-0.3115,4.3864,training
432,86,1,0,2,-0.4303,-0.4065,-0.4097,-0.427,3.2674,training
432,86,1,0,3,-0.4355,-0.4162,-0.4154,-0.3709,4.9548,training
433,1283,0,1,0,-0.2709,-0.2488,-0.2293,-0.3714,1.5893,training
433,1283,0,1,23,-0.2699,-0.2482,-0.2297,-0.3709,1.587,training
433,1360,0,1,0,-0.1529,-0.2535,-0.3262,-0.3444,1.3603,training
434,281,0,1,4,-0.2601,-0.2286,-0.2183,-0.3225,1.9251,training
435,31,0,1,1,-0.2278,-0.2399,-0.2317,-0.2976,1.8889,training
435,31,0,1,2,-0.2265,-0.2398,-0.2307,-0.2442,2.2717,training
435,31,0,1,3,-0.2278,-0.242,-0.2348,-0.3001,1.8704,training
436,83,0,1,14,0.093,0.1181,-0.0024,0.0469,2.0706,training
436,83,0,1,15,0.0921,0.1176,-0.0026,0.0286,2.0117,training
436,109,0,1,3,0.8292,0.7389,0.7048,0.5495,1.7137,training
436,109,0,1,4,0.8261,0.7364,0.7044,0.6956,1.9459,training
436,541,1,0,19,-0.2804,-0.2467,-0.2459,-0.3279,2.0455,training
436,846,0,1,19,-0.2793,-0.2537,-0.2636,-0.2966,2.3179,training
436,846,0,1,20,-0.2751,-0.2414,-0.2606,-0.29,2.3333,training
436,846,0,1,21,-0.2742,-0.2375,-0.2595,-0.293,2.2935,training
436,1045,0,1,19,-0.2339,-0.2718,-0.2627,-0.1897,2.7342,training
436,1045,0,1,20,-0.2348,-0.2708,-0.2648,-0.3431,1.5952,training
436,1045,0,1,21,-0.2339,-0.2702,-0.264,-0.338,1.6277,training
436,1268,0,1,20,-0.2331,-0.195,-0.1584,-0.1762,2.8302,training
436,1365,0,1,6,-0.3593,-0.327,-0.3092,-0.0018,7.5517,training
437,896,1,0,5,-0.3856,-0.3534,-0.3555,-0.2369,5.25,training
437,896,1,0,6,-0.379,-0.3501,-0.3522,-0.1914,5.7346,training
437,896,1,0,7,-0.3698,-0.3426,-0.3557,-0.3001,3.7407,training
438,439,0,1,1,-0.3718,-0.3352,-0.3056,-0.3952,2.384,training
438,439,0,1,2,-0.3733,-0.3353,-0.3062,-0.4004,2.3281,training
439,440,0,1,2,-0.198,-0.1969,-0.2137,-0.2141,2.2613,training
439,440,0,1,3,-0.2003,-0.1985,-0.2097,-0.2178,2.256,training
440,1506,0,1,5,-0.1936,-0.216,-0.1958,-0.2672,1.8836,training
440,1506,0,1,6,-0.1989,-0.2283,-0.2013,-0.2274,2.1809,training
441,266,1,0,3,-0.2767,-0.3249,-0.3122,-0.3393,1.9128,training
442,178,1,0,2,-0.4048,-0.4014,-0.3926,-0.4923,1.2306,training
442,178,1,0,4,-0.4066,-0.4021,-0.3942,-0.4898,1.3,training
442,178,1,0,9,-0.4013,-0.3999,-0.392,-0.4796,1.4286,training
442,384,1,0,2,-0.3698,-0.3821,-0.3793,-0.4544,1.4815,training
442,384,1,0,4,-0.3777,-0.3845,-0.3805,-0.4594,1.4931,training
442,384,1,0,5,-0.3803,-0.386,-0.3794,-0.4493,1.68,training
442,384,1,0,9,-0.3777,-0.3852,-0.3795,-0.4556,1.5492,training
442,384,1,0,10,-0.375,-0.385,-0.3795,-0.4367,1.8077,training
443,30,1,0,0,-0.1682,-0.192,-0.2399,-0.0827,2.8697,training
443,30,1,0,9,-0.1752,-0.18,-0.245,-0.3001,1.5781,training
443,30,1,0,10,-0.1647,-0.1696,-0.2385,0.0589,3.6818,training
443,30,1,0,11,-0.1673,-0.1754,-0.2419,0.4319,5.9957,training
443,30,1,0,12,-0.1699,-0.1765,-0.2432,-0.3064,1.5154,training
443,30,1,0,19,-0.1594,-0.1734,-0.2456,0.1272,4.0299,training
443,30,1,0,20,-0.1682,-0.19,-0.2444,-0.1438,2.4908,training
443,30,1,0,21,-0.1686,-0.1891,-0.2447,-0.101,2.7621,training
443,30,1,0,23,-0.1699,-0.2039,-0.2388,-0.2672,1.7465,training
444,30,1,0,5,-0.2199,-0.2462,-0.2455,1.3067,13.2815,training
444,30,1,0,6,-0.2295,-0.253,-0.246,1.0386,11.7493,training
444,30,1,0,7,-0.2278,-0.2563,-0.2465,1.0551,11.7963,training
444,30,1,0,18,-0.2331,-0.2556,-0.2477,0.3725,6.9245,training
444,30,1,0,23,-0.2302,-0.2531,-0.245,-0.3519,1.5077,training
444,1580,1,0,0,-0.4539,-0.4339,-0.4198,-0.4721,3.0,training
445,258,0,1,0,-0.3225,-0.316,-0.319,-0.3254,2.5278,training
445,258,0,1,3,-0.326,-0.3179,-0.3222,-0.2984,2.8791,training
445,258,0,1,4,-0.3277,-0.318,-0.3234,-0.2748,3.1681,training
445,258,0,1,5,-0.3225,-0.316,-0.3227,-0.3532,2.2222,training
446,447,0,1,4,-0.4013,-0.4016,-0.3785,-0.4695,1.619,training
446,447,0,1,6,-0.3908,-0.3941,-0.3731,-0.424,2.2521,training
446,447,0,1,7,-0.4013,-0.401,-0.378,-0.4284,2.3997,training
446,447,0,1,8,-0.404,-0.4022,-0.379,-0.424,2.5393,training
447,341,0,1,5,-0.1384,-0.1797,-0.1833,0.2536,4.507,training
447,341,0,1,7,-0.1423,-0.1822,-0.184,-0.2382,1.7847,training
447,341,0,1,8,-0.1331,-0.1761,-0.1842,-0.2217,1.8318,training
447,341,0,1,9,-0.1342,-0.1772,-0.1844,-0.2187,1.8516,training
448,30,1,0,0,-0.1857,-0.2178,-0.2076,-0.2597,1.8871,training
448,30,1,0,18,-0.177,-0.2145,-0.2056,-0.2057,2.1667,training
448,30,1,0,19,-0.1752,-0.2137,-0.2057,-0.247,1.9055,training
448,30,1,0,20,-0.1752,-0.2134,-0.2061,-0.3001,1.577,training
448,30,1,0,21,-0.1857,-0.2208,-0.2052,-0.2925,1.6774,training
449,450,0,1,1,-0.3724,-0.3766,-0.3663,-0.3747,2.7172,training
449,450,0,1,2,-0.3733,-0.3785,-0.3675,-0.4409,1.7217,training
449,450,0,1,3,-0.3782,-0.3805,-0.3682,-0.4367,1.8511,training
450,436,0,1,3,-0.1524,-0.1108,-0.1479,0.0324,3.3982,training
450,436,0,1,4,-0.1573,-0.1154,-0.1505,-0.1403,2.4374,training
450,436,0,1,5,-0.1542,-0.1132,-0.148,-0.1433,2.3971,training
451,4,0,1,9,0.4532,0.3181,0.3671,0.2271,1.6864,training
451,4,0,1,10,0.4558,0.3121,0.3674,0.2395,1.7087,training
451,4,0,1,12,0.4348,0.3035,0.3628,0.2233,1.7111,training
451,109,0,1,14,0.7679,0.8252,0.9204,0.5138,1.7385,training
451,109,0,1,15,0.7766,0.831,0.9231,0.5166,1.7306,training
451,452,0,1,17,-0.3435,-0.3358,-0.3029,0.2233,9.625,training
451,452,0,1,18,-0.3435,-0.3361,-0.3068,-0.3482,2.5611,training
451,452,0,1,19,-0.3435,-0.3375,-0.3078,-0.3026,3.125,training
451,452,0,1,21,-0.3435,-0.3386,-0.3078,-0.4101,1.7969,training
451,588,0,1,17,-0.3119,-0.2756,-0.2335,-0.3861,1.7632,training
451,588,0,1,18,-0.3027,-0.2697,-0.232,-0.3109,2.4325,training
451,588,0,1,19,-0.304,-0.2692,-0.2263,-0.3798,1.7619,training
451,588,0,1,20,-0.304,-0.2707,-0.228,-0.3722,1.8328,training
451,588,0,1,21,-0.2988,-0.2691,-0.2276,-0.3684,1.8308,training
451,588,0,1,22,-0.2646,-0.2359,-0.2269,-0.3823,1.4986,training
452,106,0,1,0,-0.3225,-0.3296,-0.3179,-0.4341,1.3333,training
452,106,0,1,21,-0.3242,-0.3302,-0.3189,-0.4257,1.4402,training
452,106,0,1,22,-0.3225,-0.3271,-0.3153,-0.4063,1.6389,training
452,106,0,1,23,-0.3303,-0.333,-0.3192,-0.405,1.7294,training
452,453,0,1,22,-0.1962,-0.1697,-0.1909,-0.161,2.6,training
453,454,0,1,0,-0.1699,-0.2005,-0.172,-0.3026,1.5385,training
453,454,0,1,1,-0.1699,-0.2008,-0.1694,-0.2742,1.7115,training
453,454,0,1,2,-0.1699,-0.2038,-0.1702,-0.2647,1.7692,training
453,454,0,1,3,-0.1699,-0.1999,-0.1673,-0.2849,1.6462,training
454,455,0,1,2,-0.1121,-0.1555,-0.1413,-0.2546,1.5658,training
454,455,0,1,3,-0.116,-0.1573,-0.1435,-0.2375,1.6714,training
454,455,0,1,4,-0.1174,-0.1575,-0.1412,-0.22,1.7689,training
454,455,0,1,5,-0.1121,-0.1551,-0.1409,-0.2597,1.5395,training
455,451,0,1,5,-0.0582,-0.0907,-0.1119,-0.1497,1.8615,training
455,451,0,1,6,-0.0621,-0.0954,-0.1097,-0.1231,2.0002,training
455,451,0,1,7,-0.0735,-0.1025,-0.1102,-0.113,2.1006,training
456,225,0,1,7,-0.3067,-0.2822,-0.2859,-0.3785,1.7949,training
456,225,0,1,9,-0.3014,-0.2807,-0.2868,-0.3001,2.525,training
456,225,0,1,10,-0.3093,-0.2818,-0.286,-0.2837,2.7354,training
456,225,0,1,12,-0.3014,-0.28,-0.2867,-0.3026,2.5,training
457,1451,1,0,0,-0.2909,-0.2513,-0.2121,-0.3532,1.9048,training
457,1451,1,0,1,-0.2909,-0.2578,-0.2197,-0.3482,1.9524,training
458,99,1,0,4,-0.1037,-0.0917,-0.1958,-0.0781,2.4376,training
458,99,1,0,5,-0.1174,-0.0992,-0.1937,-0.1155,2.32,training
459,4,1,0,6,-0.2992,-0.3611,-0.3472,-0.3236,2.2651,training
459,4,1,0,12,-0.3014,-0.3616,-0.3471,-0.2546,2.975,training
459,4,1,0,16,-0.2962,-0.359,-0.3447,-0.4265,1.2439,training
459,4,1,0,17,-0.2962,-0.357,-0.3479,-0.3431,2.0512,training
459,4,1,0,22,-0.2962,-0.3591,-0.3455,-0.0498,4.878,training
459,5,1,0,9,-0.3461,-0.3638,-0.3609,-0.369,2.3458,training
459,5,1,0,10,-0.3319,-0.3593,-0.3613,-0.3512,2.3649,training
459,5,1,0,11,-0.3487,-0.3667,-0.3639,-0.2774,3.5484,training
459,5,1,0,18,-0.3445,-0.3622,-0.3626,-0.4463,1.3849,training
459,5,1,0,22,-0.3303,-0.3596,-0.3592,-0.4531,1.1756,training
459,1529,1,0,0,-0.4171,-0.4217,-0.4138,-0.4916,1.4045,training
459,1529,1,0,6,-0.4132,-0.4211,-0.4128,-0.4721,1.7641,training
459,1529,1,0,7,-0.4171,-0.4222,-0.414,-0.4724,1.8341,training
459,1529,1,0,8,-0.4224,-0.4255,-0.4161,-0.4822,1.7059,training
459,1529,1,0,10,-0.4145,-0.4227,-0.4145,-0.4708,1.8085,training
459,1529,1,0,23,-0.4171,-0.4217,-0.4135,-0.4746,1.7956,training
460,461,0,1,20,-0.2751,-0.2299,-0.1815,-0.3254,2.0222,training
460,461,0,1,21,-0.283,-0.2349,-0.1802,-0.2913,2.4017,training
460,1507,0,1,20,-0.1489,-0.1009,-0.0838,0.0665,3.5652,training
460,1507,0,1,21,-0.1507,-0.1043,-0.0834,0.0547,3.5152,training
461,1507,0,1,1,-0.3961,-0.3548,-0.3361,-0.4013,2.7727,training
461,1507,1,0,2,-0.3856,-0.3474,-0.3292,-0.4139,2.3333,training
462,209,0,1,1,-0.3593,-0.3704,-0.3471,-0.4544,1.374,training
462,209,0,1,2,-0.3514,-0.3625,-0.342,-0.4341,1.5727,training
462,209,0,1,3,-0.3487,-0.3639,-0.3403,-0.4246,1.6674,training
463,300,0,1,3,-0.0648,-0.0765,-0.195,-0.2824,1.2706,training
463,300,0,1,4,-0.0648,-0.1661,-0.195,0.0033,2.6,training
463,300,0,1,5,-0.0648,-0.1436,-0.1954,-0.2698,1.3294,training
463,300,0,1,6,-0.0543,-0.2068,-0.1919,-0.2369,1.4483,training
463,1440,0,1,5,-0.0648,-0.208,-0.1921,-0.2976,1.2,training
463,1440,0,1,6,-0.0648,-0.2093,-0.1934,-0.2622,1.3647,training
464,465,0,1,0,-0.0648,-0.2584,-0.3364,-0.2875,1.2354,training
464,465,0,1,1,-0.0621,-0.2582,-0.3354,-0.293,1.2105,training
