source_number,destination_number,is_carting,is_ftl,start_hour,osrm_time,osrm_distance,actual_distance,actual_time,real_actual_time_factor,data
91,5,1,0,3,-0.2204,-0.2727,-0.2662,-0.1985,2.5561,training
91,5,1,0,5,-0.212,-0.2701,-0.2655,-0.046,3.5351,training
91,5,1,0,6,-0.2129,-0.2703,-0.2649,-0.0978,3.1886,training
91,5,1,0,11,-0.2186,-0.2716,-0.2639,-0.1149,3.1288,training
91,5,1,0,12,-0.2089,-0.2692,-0.2652,-0.1057,3.0915,training
91,5,1,0,14,-0.2068,-0.2695,-0.2662,-0.0599,3.3793,training
91,5,1,0,16,-0.2068,-0.2594,-0.2642,-0.333,1.5172,training
91,5,1,0,17,-0.205,-0.2605,-0.2641,-0.2883,1.8148,training
91,5,1,0,19,-0.2131,-0.2717,-0.2668,-0.3562,1.389,training
91,5,1,0,20,-0.2068,-0.269,-0.2668,-0.3911,1.1207,training
91,5,1,0,21,-0.2225,-0.275,-0.2696,-0.333,1.6028,training
91,5,1,0,22,-0.2133,-0.2717,-0.2669,-0.2894,1.8505,training
91,39,1,0,20,-0.2935,-0.329,-0.3544,-0.4404,1.0955,training
91,90,1,0,3,-0.2975,-0.3228,-0.2999,-0.2603,2.8758,training
91,90,1,0,13,-0.2909,-0.3209,-0.2966,-0.3406,2.0238,training
91,112,1,0,20,-0.3382,-0.3515,-0.3326,-0.4407,1.3754,training
91,127,1,0,3,-0.3303,-0.3546,-0.3501,-0.3983,1.8058,training
91,127,1,0,13,-0.3382,-0.3553,-0.3497,-0.4392,1.3939,training
91,127,1,0,20,-0.3273,-0.3526,-0.3487,-0.4524,1.1628,training
91,309,1,0,21,-0.0911,-0.1676,-0.195,-0.247,1.525,training
91,395,1,0,21,-0.2225,-0.2281,-0.2401,-0.2774,2.0,training
91,395,1,0,22,-0.2212,-0.2323,-0.2416,-0.2812,1.9826,training
91,459,1,0,3,-0.347,-0.3602,-0.3696,-0.3973,1.9961,training
91,459,1,0,20,-0.3431,-0.3589,-0.3681,-0.4653,1.1128,training
91,459,1,0,21,-0.3435,-0.3587,-0.3682,-0.4544,1.25,training
91,900,1,0,23,-0.3146,-0.334,-0.3143,-0.3947,1.6877,training
91,1051,1,0,22,-0.262,-0.2586,-0.2959,-0.3444,1.7593,training
91,1509,1,0,3,-0.2804,-0.3163,-0.3273,-0.2849,2.4318,training
92,2,0,1,0,6.5456,6.7582,7.1368,6.8883,2.1937,training
92,2,0,1,2,6.535,6.7555,7.1355,7.1791,2.2828,training
92,30,0,1,13,5.0336,5.0363,5.6082,5.0046,2.0853,training
92,30,0,1,14,5.0336,5.033,5.6061,4.4812,1.889,training
92,30,0,1,15,5.0363,5.0355,5.6084,5.2836,2.1886,training
92,69,0,1,17,0.966,1.0368,0.9658,0.9919,2.1779,training
92,69,0,1,20,0.9975,1.0565,0.9664,1.4521,2.7666,training
92,69,0,1,21,0.9922,1.0507,0.9605,1.7024,3.1224,training
92,69,0,1,22,0.9757,1.0429,0.9673,1.1447,2.3757,training
92,69,0,1,23,0.9975,1.0578,0.9658,1.3232,2.5889,training
92,87,0,1,1,3.0975,3.1844,1.9196,5.7649,3.6407,training
92,87,0,1,2,3.1116,3.1912,1.9215,4.7897,3.0682,training
92,87,0,1,18,3.1116,3.1914,1.9215,5.4269,3.434,training
92,93,0,1,3,1.1237,1.1914,1.2489,1.131,2.1447,training
92,93,0,1,4,1.1185,1.1901,1.2471,1.0139,2.0017,training
92,93,0,1,5,1.1227,1.1919,1.248,1.0435,2.0341,training
92,93,0,1,18,1.129,1.1961,1.2478,0.863,1.7981,training
92,93,0,1,19,1.1342,1.1987,1.249,2.6127,4.0032,training
92,93,0,1,20,1.1307,1.1958,1.2484,1.3847,2.4571,training
92,93,0,1,21,1.1321,1.1975,1.2491,1.1224,2.1231,training
92,204,1,0,0,-0.354,-0.3566,-0.3647,-0.2445,4.1,training
92,204,1,0,4,-0.354,-0.3619,-0.3678,-0.3431,2.8,training
92,204,1,0,5,-0.3566,-0.3626,-0.3688,-0.3283,3.0586,training
92,204,1,0,16,-0.354,-0.3563,-0.3639,-0.1029,5.9667,training
92,204,1,0,18,-0.3593,-0.3612,-0.3678,-0.2637,3.9749,training
92,204,1,0,23,-0.3645,-0.3684,-0.3752,-0.3836,2.4286,training
92,251,1,0,4,-0.3593,-0.3653,-0.3717,-0.3001,3.4828,training
92,251,1,0,5,-0.3593,-0.3641,-0.3703,-0.2521,4.1379,training
92,251,1,0,6,-0.3575,-0.3595,-0.3674,-0.2588,3.9858,training
92,251,1,0,7,-0.3593,-0.3661,-0.3726,-0.2546,4.1034,training
92,251,1,0,9,-0.3593,-0.3602,-0.3683,-0.3583,2.6897,training
92,251,1,0,12,-0.3382,-0.349,-0.3621,0.3497,10.8485,training
92,251,1,0,13,-0.3619,-0.3651,-0.369,-0.2268,4.5313,training
92,251,1,0,14,-0.3566,-0.3596,-0.3668,-0.0713,6.4448,training
92,251,1,0,15,-0.3487,-0.3538,-0.3634,-0.3507,2.6129,training
92,251,1,0,16,-0.354,-0.3637,-0.3698,-0.4291,1.6667,training
92,251,1,0,18,-0.354,-0.3623,-0.3682,-0.199,4.7,training
92,251,1,0,19,-0.354,-0.3568,-0.3638,-0.309,3.25,training
92,251,1,0,20,-0.354,-0.3592,-0.3659,0.1904,9.8333,training
92,251,1,0,22,-0.3566,-0.3612,-0.3685,-0.2192,4.4897,training
92,341,0,1,12,0.0457,0.0981,0.1776,-0.0709,1.8082,training
92,341,0,1,18,0.0492,0.0992,0.1761,0.0884,2.3901,training
92,341,0,1,19,0.0404,0.0959,0.1779,0.0058,2.1143,training
92,370,0,1,6,0.277,0.3305,0.2791,0.6569,3.2023,training
92,370,0,1,7,0.2981,0.3456,0.282,0.7037,3.2338,training
92,430,1,0,4,-0.3952,-0.3929,-0.3843,-0.3899,2.9615,training
92,430,1,0,5,-0.3961,-0.3937,-0.3842,-0.2925,4.7273,training
92,430,1,0,16,-0.3961,-0.3938,-0.384,-0.2363,5.7386,training
92,430,1,0,17,-0.3948,-0.3923,-0.3832,-0.2951,4.6156,training
92,430,1,0,18,-0.3908,-0.3904,-0.3816,-0.3406,3.6957,training
92,430,1,0,21,-0.4013,-0.3951,-0.3863,-0.3722,3.4524,training
92,430,1,0,22,-0.3948,-0.3928,-0.384,-0.3946,2.8615,training
92,430,1,0,23,-0.3934,-0.3916,-0.3824,-0.2571,5.249,training
92,471,0,1,22,-0.212,-0.1684,-0.152,-0.1105,3.0877,training
92,528,0,1,2,0.4366,0.5058,0.6134,0.2039,1.6671,training
92,544,0,1,5,0.6189,0.689,0.7215,1.1108,3.0651,training
92,544,0,1,6,0.6215,0.6938,0.7271,0.9338,2.733,training
92,685,1,0,5,-0.418,-0.3987,-0.3889,-0.416,3.0608,training
92,685,1,0,17,-0.4119,-0.4022,-0.3889,-0.2217,6.9474,training
92,685,1,0,18,-0.4119,-0.4018,-0.3893,-0.3203,4.8643,training
92,685,1,0,19,-0.4066,-0.4007,-0.389,-0.4367,2.35,training
92,685,1,0,22,-0.4119,-0.3909,-0.3899,-0.4594,2.0,training
92,685,1,0,23,-0.4101,-0.3981,-0.3893,-0.3932,3.2945,training
92,690,0,1,6,0.2836,0.3352,0.279,0.5833,2.9795,training
92,758,0,1,17,-0.2041,-0.161,-0.1234,-0.2514,2.0562,training
92,758,0,1,18,-0.2015,-0.1543,-0.1141,-0.2129,2.2966,training
92,1007,0,1,16,0.0194,0.0311,0.054,-0.0473,1.9901,training
92,1007,0,1,17,0.0194,0.0281,0.0525,0.0008,2.1782,training
92,1007,0,1,18,0.0194,0.0301,0.0527,0.0067,2.2013,training
92,1007,0,1,19,0.0194,0.0259,0.0514,-0.022,2.0891,training
92,1133,0,1,2,-0.3146,-0.3059,-0.2889,-0.1838,3.9075,training
92,1133,0,1,3,-0.3146,-0.3087,-0.2943,-0.0713,5.0791,training
92,1199,1,0,4,-0.3297,-0.3484,-0.3517,-0.2821,3.11,training
92,1199,1,0,5,-0.3312,-0.3478,-0.3519,-0.317,2.7524,training
92,1199,1,0,16,-0.3172,-0.3428,-0.3462,-0.2736,3.0351,training
92,1199,1,0,17,-0.324,-0.3454,-0.3493,-0.2412,3.4827,training
92,1199,1,0,18,-0.3225,-0.3457,-0.3495,-0.381,1.9167,training
92,1199,1,0,22,-0.3246,-0.3456,-0.3489,-0.338,2.4049,training
92,1199,1,0,23,-0.3225,-0.3446,-0.3482,-0.3507,2.2539,training
92,1379,0,1,20,-0.1331,-0.1258,-0.0947,-0.161,2.1667,training
93,4,0,1,16,5.0547,4.9904,5.1442,5.4977,2.2617,training
93,4,0,1,17,5.0547,4.991,5.1437,5.7354,2.3505,training
93,4,0,1,18,5.0573,4.9928,5.1426,5.3991,2.2238,training
93,4,0,1,20,5.0494,4.9888,5.1427,4.8883,2.0359,training
93,66,0,1,6,1.2236,1.2672,1.416,0.8579,1.6939,training
93,66,0,1,9,1.242,1.2829,1.4164,0.8655,1.6841,training
93,66,0,1,10,1.2412,1.2704,1.4158,0.8402,1.6555,training
93,66,0,1,11,1.2394,1.2716,1.4164,0.9641,1.8048,training
93,66,0,1,12,1.2289,1.2675,1.4161,0.8782,1.713,training
93,66,0,1,13,1.271,1.3054,1.4194,0.8478,1.6372,training
93,66,0,1,15,1.2342,1.2699,1.4161,0.729,1.5301,training
93,92,0,1,3,1.2447,1.23,1.2455,0.9262,1.7545,training
93,92,0,1,4,1.1851,1.1898,1.2476,1.4403,2.4455,training
93,92,0,1,6,1.1868,1.1907,1.2475,2.0324,3.1668,training
93,92,0,1,9,1.1842,1.1914,1.2496,1.3301,2.3125,training
93,92,0,1,10,1.1842,1.1878,1.246,1.0564,1.9766,training
93,92,0,1,11,1.1851,1.1901,1.2483,1.2836,2.2547,training
93,92,0,1,12,1.1816,1.186,1.2449,0.868,1.7484,training
93,92,0,1,13,1.1868,1.1896,1.248,1.1386,2.0745,training
93,814,0,1,1,-0.0448,0.002,0.0451,-0.1519,1.798,training
93,814,0,1,2,-0.049,0.0003,0.0425,-0.1418,1.8605,training
93,1222,0,1,13,-0.2935,-0.2503,-0.3106,0.5849,10.9114,training
93,1222,0,1,14,-0.2922,-0.2502,-0.3108,0.5627,10.59,training
93,1453,0,1,10,0.2087,0.2311,0.2852,0.2208,2.2389,training
93,1453,0,1,11,0.1982,0.2184,0.2771,0.2309,2.3009,training
94,21,0,1,19,0.0772,0.0713,0.0728,0.1525,2.5,training
94,21,0,1,20,0.1035,0.0944,0.0749,0.2865,2.8462,training
94,95,0,1,21,-0.1632,-0.1856,-0.1406,-0.2723,1.6868,training
94,95,0,1,23,-0.1699,-0.191,-0.144,-0.3052,1.5231,training
94,98,0,1,21,-0.1568,-0.1822,-0.2054,-0.0612,2.8818,training
95,96,0,1,0,-0.3523,-0.3501,-0.3241,-0.4409,1.4905,training
95,1485,0,1,0,-0.1699,-0.2046,-0.1884,-0.2394,1.9231,training
96,94,0,1,3,-0.0017,-0.0743,-0.0349,0.8301,5.6495,training
96,94,0,1,4,-0.0069,-0.0789,-0.0363,1.1639,7.0833,training
96,1485,0,1,1,-0.3014,-0.3117,-0.2779,-0.424,1.3,training
96,1485,0,1,2,-0.3137,-0.3161,-0.2812,-0.4383,1.2324,training
96,1485,0,1,3,-0.2988,-0.3057,-0.2777,-0.4265,1.2595,training
97,98,0,1,3,-0.34,-0.3276,-0.3494,-0.397,1.9289,training
98,94,0,1,4,-0.1515,-0.1778,-0.2043,0.8617,8.1841,training
98,94,0,1,5,-0.1489,-0.1784,-0.2033,0.7416,7.4348,training
98,94,0,1,6,-0.1489,-0.1747,-0.2027,0.5798,6.5072,training
98,96,0,1,1,-0.2593,-0.2684,-0.2595,-0.29,2.1875,training
98,96,0,1,2,-0.2541,-0.2656,-0.2599,-0.3583,1.5918,training
99,100,1,0,21,-0.3067,-0.2695,-0.278,-0.2672,2.9249,training
99,100,1,0,22,-0.2997,-0.2654,-0.2776,-0.3099,2.4025,training
99,122,1,0,0,-0.4127,-0.4012,-0.394,-0.376,3.7352,training
99,122,1,0,4,-0.4145,-0.4019,-0.3926,-0.381,3.7456,training
99,122,1,0,5,-0.411,-0.4,-0.3936,-0.368,3.8571,training
99,122,1,0,6,-0.4119,-0.4013,-0.3936,-0.4114,3.0,training
99,122,1,0,10,-0.4119,-0.4022,-0.3923,-0.3962,3.3158,training
99,122,1,0,21,-0.4119,-0.4013,-0.3931,-0.3557,4.1579,training
99,122,1,0,23,-0.4119,-0.4012,-0.3931,-0.376,3.7368,training
99,1612,1,0,4,-0.4276,-0.3996,-0.4152,-0.5074,1.1875,training
100,101,1,0,0,-0.3205,-0.3032,-0.3895,-0.4755,0.8768,training
100,101,1,0,1,-0.3189,-0.3027,-0.3896,-0.4813,0.8001,training
101,99,1,0,1,-0.2278,-0.2102,-0.2058,-0.1585,2.9074,training
101,1349,1,0,1,-0.4197,-0.3989,-0.3974,-0.4843,1.6392,training
101,1349,1,0,2,-0.4237,-0.4003,-0.3993,-0.4891,1.5779,training
102,2,0,1,0,4.7332,4.7758,4.7363,4.7707,2.1121,training
102,2,0,1,1,4.7339,4.7772,4.7375,4.4383,1.98,training
102,2,0,1,3,4.7418,4.7817,4.739,4.8605,2.1441,training
102,2,0,1,22,4.7418,4.7783,4.7369,4.6532,2.0621,training
102,2,0,1,23,4.726,4.7716,4.7329,4.4155,1.9739,training
102,14,1,0,9,-0.212,-0.3057,-0.2928,-0.2369,2.2105,training
102,27,0,1,0,1.2529,1.3104,1.3227,1.2975,2.1839,training
102,27,0,1,1,1.2499,1.31,1.323,1.4415,2.3576,training
102,27,0,1,2,1.2552,1.3178,1.3224,1.1892,2.0536,training
102,27,0,1,11,1.2394,1.3096,1.3221,1.2195,2.1081,training
102,27,0,1,18,1.2499,1.3083,1.3212,1.0501,1.8955,training
102,27,0,1,19,1.2447,1.3147,1.3217,1.2144,2.0958,training
102,27,0,1,20,1.2552,1.318,1.3235,1.2701,2.1488,training
102,30,0,1,1,-0.2856,-0.305,-0.2883,-0.3878,1.5426,training
102,30,0,1,2,-0.2883,-0.3074,-0.2927,-0.3949,1.4957,training
102,30,0,1,3,-0.287,-0.3063,-0.2882,-0.3753,1.666,training
102,30,0,1,4,-0.2856,-0.3056,-0.2886,-0.3734,1.6744,training
102,105,1,0,5,-0.3698,-0.3844,-0.3826,-0.0245,7.7778,training
102,105,1,0,6,-0.4052,-0.4049,-0.3945,-0.3663,3.6621,training
102,105,1,0,7,-0.4013,-0.402,-0.3922,-0.4367,2.2381,training
102,105,1,0,18,-0.4005,-0.403,-0.394,-0.4596,1.8304,training
102,124,1,0,1,-0.3277,-0.3564,-0.3507,-0.3482,2.3407,training
102,124,1,0,2,-0.3277,-0.3585,-0.3512,-0.3165,2.6916,training
102,232,1,0,2,-0.354,-0.3575,-0.3677,-0.2989,3.3833,training
102,232,1,0,3,-0.3566,-0.3608,-0.3677,-0.3034,3.365,training
102,232,1,0,16,-0.3698,-0.3659,-0.3677,-0.3729,2.6766,training
102,232,1,0,20,-0.3705,-0.3721,-0.3675,-0.4424,1.6683,training
102,232,1,0,21,-0.3759,-0.3637,-0.3679,-0.4413,1.7484,training
102,352,0,1,17,-0.3225,-0.3514,-0.3474,-0.2603,3.2592,training
102,352,0,1,19,-0.3172,-0.3492,-0.3468,-0.4645,0.973,training
102,352,0,1,20,-0.333,-0.3561,-0.3515,-0.1964,4.1765,training
102,384,1,0,1,-0.3014,-0.3425,-0.3414,-0.3722,1.8208,training
102,384,1,0,2,-0.3067,-0.3342,-0.3427,-0.3102,2.4872,training
102,384,1,0,3,-0.3119,-0.3469,-0.3412,-0.3557,2.0789,training
102,444,1,0,2,-0.4276,-0.425,-0.4196,-0.467,2.1875,training
102,632,0,1,2,0.1719,0.1146,0.0821,0.0969,1.9846,training
102,632,0,1,3,0.1614,0.1095,0.0795,0.1044,2.0391,training
102,632,0,1,4,0.1771,0.1156,0.0824,0.0159,1.7252,training
102,632,0,1,5,0.1684,0.1118,0.0829,0.104,2.0166,training
102,632,0,1,6,0.1666,0.1126,0.0841,0.0387,1.8217,training
102,632,0,1,12,0.1674,0.1125,0.0817,0.0297,1.7916,training
102,632,0,1,13,0.1666,0.1119,0.0816,-0.0182,1.6473,training
102,632,0,1,14,0.1719,0.1126,0.0841,0.5444,3.3462,training
102,641,0,1,1,0.1876,0.1567,0.2161,0.7947,4.015,training
102,738,1,0,20,-0.2699,-0.3138,-0.3,-0.2293,2.8043,training
102,747,1,0,1,-0.3856,-0.3929,-0.375,-0.3861,2.7917,training
102,747,1,0,2,-0.3863,-0.3862,-0.3757,-0.3966,2.6309,training
102,747,1,0,3,-0.3803,-0.3731,-0.3737,-0.3903,2.6202,training
102,1073,1,0,5,-0.3225,-0.351,-0.3449,-0.2053,3.8776,training
102,1073,1,0,6,-0.3172,-0.3475,-0.3428,-0.1282,4.5676,training
102,1094,1,0,1,-0.3821,-0.3889,-0.3793,-0.4324,1.9832,training
102,1094,1,0,2,-0.3784,-0.3883,-0.3787,-0.3665,2.8472,training
102,1098,0,1,5,0.2665,0.3016,0.3306,0.198,2.0135,training
102,1098,0,1,6,0.2823,0.305,0.3319,0.868,3.7285,training
102,1115,1,0,3,-0.3487,-0.3682,-0.3607,-0.3836,2.1935,training
102,1175,1,0,6,-0.3803,-0.3704,-0.3715,-0.1016,7.2404,training
102,1175,1,0,7,-0.3768,-0.3701,-0.371,-0.3355,3.3872,training
102,1175,1,0,8,-0.375,-0.3748,-0.3741,-0.3279,3.4615,training
102,1421,0,1,5,0.2823,0.303,0.327,0.2486,2.106,training
102,1513,0,1,19,1.4603,1.4035,1.5111,1.179,1.8293,training
103,87,1,0,3,-0.3698,-0.3693,-0.4131,-0.3557,3.7222,training
103,87,1,0,5,-0.2909,-0.3242,-0.4181,-0.4367,1.119,training
103,87,1,0,9,-0.3189,-0.3383,-0.4093,-0.392,1.751,training
104,2,1,0,4,-0.4066,-0.3881,-0.3873,-0.4088,2.8232,training
104,2,1,0,6,-0.4066,-0.3869,-0.3879,-0.4013,3.05,training
104,2,1,0,18,-0.4013,-0.3858,-0.3861,-0.4367,2.2381,training
104,2,1,0,19,-0.3961,-0.3827,-0.385,-0.3532,3.6364,training
104,2,1,0,20,-0.4013,-0.3862,-0.3845,-0.3625,3.4775,training
104,2,1,0,22,-0.3961,-0.3833,-0.3856,-0.4341,2.1818,training
104,85,1,0,19,-0.4154,-0.3959,-0.4009,-0.4683,1.8927,training
104,347,1,0,7,-0.4224,-0.3959,-0.4017,-0.4215,3.1176,training
104,796,1,0,7,-0.4329,-0.4003,-0.3789,-0.4392,3.0667,training
104,1437,1,0,3,-0.4171,-0.4051,-0.4062,-0.3178,5.2222,training
104,1499,1,0,0,-0.4294,-0.4015,-0.4059,-0.4544,2.5403,training
104,1499,1,0,3,-0.4346,-0.4049,-0.4073,-0.4737,2.204,training
104,1499,1,0,4,-0.4206,-0.3959,-0.4086,-0.4763,1.9064,training
104,1499,1,0,7,-0.4388,-0.4089,-0.4103,-0.4768,2.2449,training
104,1499,1,0,8,-0.4487,-0.4168,-0.4192,-0.4999,1.8333,training
104,1499,1,0,23,-0.4329,-0.4131,-0.4178,-0.376,4.7333,training
104,1553,1,0,0,-0.4329,-0.4084,-0.4107,-0.419,3.6,training
104,1553,1,0,3,-0.4119,-0.3995,-0.413,-0.4619,1.9474,training
104,1553,1,0,4,-0.4171,-0.4022,-0.4117,-0.4746,1.7778,training
104,1553,1,0,23,-0.4339,-0.408,-0.4134,-0.4119,3.8368,training
105,102,1,0,11,-0.4171,-0.3966,-0.3953,-0.4796,1.6667,training
105,102,1,0,20,-0.4066,-0.3907,-0.3915,-0.4872,1.35,training
106,107,1,0,0,-0.2068,-0.2353,-0.2349,-0.3014,1.7328,training
106,107,1,0,1,-0.2033,-0.2345,-0.2344,-0.3187,1.597,training
106,107,1,0,23,-0.1973,-0.2303,-0.2299,-0.2915,1.7425,training
106,453,0,1,0,-0.2593,-0.3034,-0.2866,-0.381,1.4375,training
106,453,0,1,1,-0.2541,-0.2995,-0.2853,-0.3861,1.3673,training
106,453,0,1,22,-0.2541,-0.3021,-0.2872,-0.3608,1.5714,training
106,453,0,1,23,-0.2593,-0.3014,-0.2877,-0.3557,1.6458,training
107,106,1,0,1,-0.191,-0.2256,-0.2281,-0.0422,3.3279,training
107,106,1,0,2,-0.1936,-0.2294,-0.2323,-0.3165,1.5616,training
107,923,1,0,1,-0.3987,-0.3552,-0.3436,-0.4329,2.2597,training
107,923,1,0,2,-0.397,-0.3549,-0.3433,-0.3966,2.8722,training
107,923,1,0,3,-0.3961,-0.3534,-0.3417,-0.4,2.7955,training
107,923,1,0,4,-0.4013,-0.3571,-0.3453,-0.4291,2.381,training
108,85,1,0,6,-0.3992,-0.3704,-0.3667,-0.4321,2.2726,training
108,85,1,0,7,-0.3998,-0.3709,-0.366,-0.4121,2.6574,training
109,4,0,1,0,1.718,1.6039,1.7425,1.3156,1.7453,training
109,4,0,1,8,1.7232,1.6068,1.744,1.1967,1.6306,training
109,4,0,1,9,1.7232,1.6084,1.743,1.1108,1.5506,training
109,4,0,1,23,1.7232,1.6074,1.7428,1.4192,1.8376,training
109,26,0,1,16,2.7224,2.8529,2.6853,2.6152,2.039,training
109,26,0,1,17,2.7224,2.8538,2.6857,3.3889,2.5366,training
109,26,0,1,18,2.7171,2.8493,2.6838,2.8074,2.1661,training
109,26,0,1,19,2.7171,2.8494,2.6835,2.9111,2.2329,training
109,26,0,1,21,2.7171,2.8488,2.6832,2.7518,2.1303,training
109,26,0,1,22,2.7171,2.8485,2.6834,2.6746,2.0806,training
109,26,0,1,23,2.7119,2.8448,2.6834,2.4939,1.9674,training
109,30,0,1,22,5.7515,5.802,5.3107,5.9149,2.1486,training
109,57,0,1,19,1.8389,1.8141,1.9402,1.8017,2.0854,training
109,57,0,1,20,1.8389,1.8132,1.9416,1.5937,1.9016,training
109,57,0,1,21,1.8337,1.8105,1.9366,1.7505,2.0448,training
109,57,0,1,22,1.8472,1.8166,1.9423,1.8054,2.0813,training
109,58,0,1,12,0.8029,0.7817,0.7822,0.8453,2.2145,training
109,58,0,1,13,0.8003,0.781,0.7817,0.8213,2.1821,training
109,58,0,1,14,0.8016,0.782,0.7818,0.6411,1.8948,training
109,78,1,0,2,-0.354,-0.3301,-0.334,-0.3633,2.5333,training
109,78,1,0,20,-0.3619,-0.3365,-0.3356,-0.4032,2.1217,training
109,78,1,0,21,-0.3593,-0.3352,-0.333,-0.4164,1.8966,training
109,92,0,1,1,5.0494,5.1732,5.1301,4.7366,1.9792,training
109,93,0,1,0,3.357,3.5114,3.5333,3.41,2.1319,training
109,93,0,1,1,3.3524,3.5095,3.5319,3.217,2.0304,training
109,110,1,0,2,-0.3551,-0.3446,-0.3265,-0.3608,2.6994,training
109,110,1,0,3,-0.3505,-0.3415,-0.3237,-0.3987,2.0269,training
109,110,1,0,16,-0.3382,-0.3373,-0.3197,-0.4291,1.5152,training
109,110,1,0,19,-0.3487,-0.34,-0.3226,-0.4063,1.9032,training
109,110,1,0,20,-0.354,-0.3441,-0.3262,-0.4383,1.5444,training
109,110,1,0,21,-0.3487,-0.3413,-0.3232,-0.4442,1.4194,training
109,179,1,0,2,-0.3961,-0.3709,-0.3639,-0.3305,3.9455,training
109,179,1,0,3,-0.3777,-0.3589,-0.3576,-0.3191,3.6385,training
109,179,1,0,16,-0.3873,-0.3639,-0.3619,-0.4434,1.8732,training
109,179,1,0,17,-0.3873,-0.3626,-0.3617,-0.4459,1.833,training
109,179,1,0,20,-0.3829,-0.3611,-0.3605,-0.4373,1.9096,training
109,222,0,1,8,0.2205,0.2741,0.3033,0.1323,1.9528,training
109,222,0,1,9,0.2153,0.2697,0.3016,0.0678,1.7829,training
109,360,1,0,2,-0.4013,-0.3689,-0.3765,-0.4569,1.8571,training
109,360,1,0,3,-0.3961,-0.3673,-0.3758,-0.4215,2.4091,training
109,360,1,0,4,-0.375,-0.3607,-0.3812,-0.4215,2.0385,training
109,360,1,0,16,-0.3982,-0.3719,-0.3774,-0.4559,1.8264,training
109,360,1,0,17,-0.4013,-0.3797,-0.3837,-0.4569,1.8571,training
109,360,1,0,20,-0.4013,-0.3767,-0.3807,-0.4689,1.6363,training
109,360,1,0,21,-0.4013,-0.3703,-0.3784,-0.467,1.6667,training
109,365,0,1,0,1.0659,1.1505,1.2447,1.1045,2.1883,training
109,365,0,1,1,1.0626,1.1452,1.2417,1.1361,2.2345,training
109,365,0,1,2,1.0554,1.1406,1.2405,1.0804,2.1711,training
109,365,0,1,3,1.0554,1.1399,1.2396,0.9919,2.0537,training
109,428,0,1,10,0.377,0.2455,0.2561,0.0412,1.3964,training
109,428,0,1,11,0.3717,0.2399,0.2559,0.0261,1.369,training
109,451,0,1,0,0.7674,0.8222,0.921,0.5773,1.8415,training
109,451,0,1,1,0.7635,0.82,0.9222,0.4964,1.7156,training
109,451,0,1,2,0.7714,0.8243,0.9235,0.6329,1.9262,training
109,451,0,1,23,0.7687,0.8219,0.9219,0.4761,1.6753,training
109,539,1,0,3,-0.3001,-0.2887,-0.2969,-0.192,3.5612,training
109,539,1,0,4,-0.2948,-0.2881,-0.2941,-0.2793,2.6553,training
109,539,1,0,5,-0.304,-0.2905,-0.2984,-0.2167,3.4061,training
109,539,1,0,16,-0.304,-0.2908,-0.2985,-0.2753,2.8079,training
109,539,1,0,17,-0.3014,-0.2886,-0.2975,-0.2546,2.975,training
109,539,1,0,21,-0.304,-0.2914,-0.2983,-0.0296,5.3144,training
109,539,1,0,22,-0.3093,-0.2941,-0.2985,-0.2445,3.1849,training
109,580,0,1,0,0.9291,0.9214,0.7511,0.5672,1.6204,training
109,580,0,1,22,0.9239,0.9192,0.7486,0.5318,1.5751,training
109,580,0,1,23,0.9255,0.9205,0.7504,0.6486,1.7422,training
109,694,0,1,9,0.1285,0.1686,0.2398,-0.0037,1.7924,training
109,694,0,1,10,0.1351,0.184,0.24,0.0305,1.8841,training
109,694,0,1,11,0.1298,0.17,0.2377,0.0033,1.8115,training
109,716,0,1,11,0.0351,0.0584,0.0982,-0.1282,1.625,training
109,716,0,1,12,0.0509,0.0683,0.1031,-0.0574,1.8411,training
109,735,0,1,11,0.3664,0.3308,0.3075,0.2031,1.7964,training
109,735,0,1,12,0.3738,0.3345,0.3083,0.154,1.6663,training
109,735,0,1,13,0.3704,0.3335,0.3074,0.1398,1.6394,training
109,735,0,1,14,0.3664,0.3346,0.3067,0.1677,1.7126,training
109,735,0,1,15,0.3735,0.3359,0.3085,0.1348,1.6218,training
109,794,1,0,16,-0.3487,-0.3294,-0.3363,-0.3962,2.0323,training
109,794,1,0,17,-0.354,-0.3382,-0.3339,-0.3406,2.8333,training
109,794,1,0,22,-0.361,-0.336,-0.3371,-0.3507,2.8401,training
109,794,1,0,23,-0.3593,-0.3386,-0.3341,-0.3633,2.6207,training
109,834,0,1,19,-0.3698,-0.3333,-0.3244,-0.4385,1.7075,training
109,834,0,1,20,-0.3698,-0.3332,-0.3243,-0.4423,1.6574,training
109,834,0,1,21,-0.3698,-0.3331,-0.324,-0.0903,6.8148,training
109,853,0,1,19,-0.2143,-0.1794,-0.1503,-0.3193,1.6482,training
109,853,0,1,20,-0.2183,-0.1818,-0.1509,-0.2991,1.8096,training
109,853,0,1,21,-0.212,-0.1778,-0.1466,-0.3659,1.3158,training
109,1077,0,1,1,-0.2686,-0.2223,-0.2129,-0.3147,2.0521,training
109,1077,0,1,2,-0.2611,-0.2124,-0.2017,-0.2546,2.4914,training
109,1114,1,0,2,-0.3067,-0.2927,-0.299,-0.2774,2.8205,training
109,1114,1,0,16,-0.3067,-0.292,-0.2989,-0.3633,1.9487,training
