hub_name,hub_number,bottleneck_score,delay_ratio,delay_hours,sla_breach,sla_breach_contribution,betweenness_centrality,closeness_centrality,degree_centrality
Pennadam_EastmnRD_D (Tamil Nadu),139,0.092893,0.9866553094832481,0.0,0.0,0.0,0.0016298723697826837,0.06974295450442104,0.0012812299807815502
Chinnasalem_VkotRoad_D (Tamil Nadu),140,0.09051,0.612027972027972,0.19369999999999998,0.0,0.005618183236067954,0.001618784802641305,0.06301705132009322,0.0012812299807815502
Kazhakkoottam_Rdiosttn_D (Kerala),141,0.015702,1.1915128134472306,0.0,0.0,0.2056133942705898,0.0,0.0,0.0012812299807815502
Attingal_Central_D_2 (Kerala),142,0.051171,1.1373461012311903,0.5484000000000001,0.0,0.03430073231108486,0.00042255950327699205,0.002853648593558907,0.0025624599615631004
Kalluvathukal_Pariplly_D (Kerala),143,0.047322,1.1045627376425855,0.0,0.0,0.0019239715393831386,1.0266265871647038e-05,0.0023690667569168287,0.0019218449711723253
Bhubaneshwar_Nayapalli (Orissa),144,0.031116,1.110732538330494,0.030200000000000005,0.0,0.00020031664937887259,0.0,0.0,0.0025624599615631004
Visakhapatnam_VislkNgr_DC (Andhra Pradesh),145,0.110418,1.1954686805864059,0.48399999999999993,0.0,0.01321624033227594,0.00041639974375400383,0.10817531199399055,0.0019218449711723253
Bheemunipatnam_SaiTempl_D (Andhra Pradesh),146,0.10135,1.0089362928797925,0.0,0.0,0.028458939791989324,2.0532531743294075e-07,0.09278470103688125,0.0012812299807815502
Vizianagaram_NcsRd_DC (Andhra Pradesh),147,0.111684,1.1947501581277673,0.8791,0.0,0.03799494400776967,0.00040531217661262504,0.10821078512466573,0.0019218449711723253
AMD_Rakhial (Gujarat),148,0.063567,1.0486148832156437,1.7635999999999998,0.0,0.008264226418560987,0.0,0.0,0.0006406149903907751
Baddi_ByePass_D (Himachal Pradesh),149,0.116514,1.067007382169222,0.30460000000000004,0.0,0.02878037813634147,0.0006075576142840717,0.11867965806066108,0.0025624599615631004
Faridabad (Haryana),150,0.111311,0.35339139614674053,0.14569999999999994,0.0,0.004849526325660647,0.0,0.11683086891048616,0.0012812299807815502
Mumbai_Sanpada_CP (Maharashtra),151,0.061357,1.1522644456012494,0.6563,0.0,0.0036010411620899917,0.0,0.0,0.0006406149903907751
Hassan_Pandrnga_I (Karnataka),152,0.148266,1.0828007210750574,4.8347999999999995,0.0,0.14107416495675443,0.01338712856650075,0.13257886269090724,0.005765534913516976
Channaraya_patna_D (Karnataka),153,0.098586,0.8844351900052057,0.5009,0.0,0.04213171574377992,0.0020778922124213605,0.11016150533722857,0.0025624599615631004
Koppa_BMRd_D (Karnataka),154,0.098736,0.9772670497127155,0.0,0.0,0.04541131856151776,0.0012257921450746564,0.08244566876643802,0.0012812299807815502
Madikeri_MuthpTmp_D (Karnataka),155,0.095293,1.1078754114965814,0.05419999999999997,0.0,0.06363547512826555,0.0012147045779332777,0.07320882734058085,0.0012812299807815502
Ramanathapura_Central_D_2 (Karnataka),156,0.089829,0.9645790554414785,0.34789999999999993,0.0,0.02896206067880138,0.002022454376714467,0.0943903859375481,0.0019218449711723253
Mudigere_HesglDPP_D (Karnataka),157,0.046833,1.0636550308008212,0.0,0.0,0.0007313886965693767,0.0004053121766126251,0.08235307942043128,0.0012812299807815502
Sakleshpur_RgvdrDPP_D (Karnataka),158,0.097133,1.0317542946382092,0.05459999999999998,0.0,0.03619209416335982,0.00164219188882866,0.11021669647216706,0.0025624599615631004
Mumbai_East_I_21 (Maharashtra),159,0.121249,1.1463878326996195,1.2933999999999999,0.0,0.0,0.0016729906864436012,0.11014896870958034,0.005124919923126201
Gurgaon_Central_D_15 (Haryana),160,0.060024,0.9713690786048933,0.0,0.0,0.0,0.0,0.0,0.0006406149903907751
Pataudi_DC (Haryana),161,0.062742,0.8519404572036152,0.2755000000000001,0.0,0.0,0.0004061334778823569,0.0006406149903907751,0.0012812299807815502
Sankari_Trchngrd_D (Tamil Nadu),162,0.060027,1.122946611909651,0.0,0.0,0.0,0.0,0.0,0.0006406149903907751
Murshidabad_Sirjudol_D (West Bengal),163,0.012001,0.8913662239089185,0.21729999999999994,0.0,0.005361964265932185,0.0,0.0,0.0012812299807815502
Lalgola_KrsprDPP_D (West Bengal),164,0.015048,0.7503904216553878,0.4963000000000001,0.0,0.11476746451390557,0.0,0.0006406149903907751,0.0012812299807815502
