,source_number,destination_number,osrm_time,osrm_distance
572,117,121,43.5,59.377449999999996
573,117,666,64.33333333333333,80.26606666666667
574,117,667,34.0,47.7911
575,117,865,72.0,100.5391
576,117,1337,41.0,57.56425
577,117,1433,35.0,41.2941
578,118,117,41.5,56.7526
579,118,119,37.75,53.982175
580,119,118,40.0,57.6705
581,119,120,30.285714285714285,39.553942857142864
582,119,856,40.0,55.9246
583,120,117,74.0,94.5602
584,120,118,69.0,92.9899
585,120,119,30.0,38.2279
586,120,856,34.5,48.59076666666667
587,121,117,46.5,62.984775
588,121,120,51.0,56.0325
589,122,123,10.8,11.53959
590,123,99,29.5,30.88105
591,124,125,38.09090909090909,32.72126363636364
592,124,226,19.0,13.7023
593,124,1103,11.5,10.4372
594,124,1166,16.0,12.7747
595,125,44,15.714285714285714,14.94215
596,125,124,35.92307692307692,33.03301538461538
597,126,31,10.222222222222221,13.777144444444444
598,127,4,18.88888888888889,13.558522222222221
599,127,5,38.46666666666667,39.1946
600,127,241,16.78125,16.311365625
601,128,129,36.63636363636363,39.72803636363636
602,128,736,26.0,26.07785
603,129,128,36.75,39.6503
604,129,735,66.81818181818181,72.89307272727272
605,130,131,28.142857142857142,30.3981
606,130,1031,49.0,67.5189
607,131,132,27.0,27.80304
608,132,133,133.08333333333334,60.052625
609,133,134,120.5,55.759325000000004
610,134,1396,23.285714285714285,26.257785714285717
611,135,17,124.83333333333333,151.88591666666665
612,135,136,20.916666666666668,27.02195
613,135,270,89.83333333333333,121.7914
614,136,137,12.166666666666666,17.645641666666666
615,137,138,23.166666666666668,32.433708333333335
616,138,139,14.545454545454545,16.09630909090909
617,139,140,53.81818181818182,72.21322727272728
618,140,135,73.41666666666667,98.21566666666666
619,141,142,22.583333333333332,20.074808333333333
620,141,143,39.0,35.4313
621,142,143,15.615384615384615,14.788453846153846
622,142,507,26.0,28.1568
623,143,1308,20.214285714285715,21.928292857142857
624,144,93,7.0,10.19745
625,144,912,11.0,15.095
626,144,1237,17.75,25.549300000000002
627,144,1441,22.0,25.953
628,145,66,21.0,24.6676
629,145,146,22.333333333333332,25.7739
630,146,147,21.22222222222222,26.69792222222222
631,147,66,57.333333333333336,72.72104999999999
632,148,31,12.476190476190476,16.21242380952381
633,149,176,65.5,77.6722
634,150,232,11.095238095238095,12.043885714285715
635,151,1488,26.1,27.355219999999996
636,152,153,29.666666666666668,38.50757777777778
637,152,158,31.666666666666668,43.1052
638,152,501,123.92857142857143,173.65380000000002
639,152,870,50.25,55.36765
640,152,1476,39.666666666666664,43.90279999999999
641,153,156,54.0,53.4551
642,153,559,44.0,57.61315714285714
643,153,560,29.0,32.2457
644,154,155,20.0,28.244972727272728
645,155,156,56.81818181818182,66.37312727272727
646,156,152,39.0,42.714454545454544
647,157,158,31.0,36.834628571428574
648,158,152,32.5,44.295075
649,158,376,54.0,68.3756
650,159,1060,10.1,12.73753
651,159,1109,12.0,14.457040000000001
652,159,1489,11.285714285714286,13.890342857142857
653,159,1619,17.0,20.5132
654,160,161,22.5,29.54775
655,161,200,26.5,34.04905
656,162,1214,17.8,21.729499999999998
657,163,164,20.0,27.82448888888889
658,163,165,40.0,54.9441
659,164,165,14.333333333333334,20.9799
660,165,166,9.333333333333334,13.961400000000001
661,166,167,45.0,46.45068
662,167,370,35.8,33.13794
663,167,690,36.333333333333336,33.257133333333336
664,168,169,25.0,18.309091666666667
665,169,170,30.083333333333332,35.27019166666667
666,170,869,73.91666666666667,105.48700000000001
667,171,4,285.0,382.8824
668,171,172,86.84615384615384,112.12982307692307
669,171,416,140.23076923076923,182.88199230769231
670,171,946,43.75,59.497275
671,171,976,83.13333333333334,93.06876666666668
672,171,1332,74.0,103.05071428571429
673,171,1334,21.2,26.6967
674,172,173,51.92307692307692,62.59434615384615
675,173,174,60.666666666666664,66.43903333333333
676,173,175,92.0,109.555
677,174,175,37.09090909090909,40.484936363636365
678,175,171,46.0,62.090450000000004
679,176,4,1686.0,2326.1991000000003
680,176,14,130.08333333333334,182.31076666666664
681,176,18,64.16,91.404532
682,176,19,116.44444444444444,163.94726666666668
683,176,30,211.59259259259258,280.46782037037036
684,176,45,180.92307692307693,189.0608692307692
685,176,102,185.14285714285714,229.2184
686,176,149,65.0,77.5153
687,176,186,241.2,307.9753400000001
