data,source_number,destination_number,is_carting,is_ftl,day_of_week,start_hour,is_day,is_night,is_cutoff,osrm_time,osrm_distance,actual_distance,actual_time,real_actual_time_factor
training,30,26,0,1,6,2,0,1,0,588.0,813.9612,562.8663689785255,1106.0,1.880952380952381
training,232,102,1,0,2,18,1,0,0,24.0,27.718,19.50812509956693,39.0,1.625
training,14,176,0,1,5,4,0,1,0,130.0,181.8073,174.13112146502672,244.0,1.876923076923077
training,320,681,0,1,5,18,1,0,0,98.0,137.17970000000005,104.28723679248404,220.0,2.2448979591836733
training,683,684,0,1,6,4,0,1,0,26.0,27.2977,22.18059764835453,42.0,1.6153846153846154
training,684,320,0,1,6,5,0,1,0,50.0,49.441300000000005,39.64114043598998,100.0,2.0
training,17,5,0,1,0,17,1,0,0,238.0,317.00140000000005,242.55990547932225,394.0,1.6554621848739497
training,5,4,0,1,1,1,0,1,0,57.0,46.4242,39.81721926393816,74.0,1.2982456140350878
training,102,27,0,1,3,2,0,1,0,336.0,466.8654,382.3206803279565,697.0,2.074404761904762
training,27,269,0,1,3,17,1,0,0,139.0,195.9378,182.6268535140884,284.0,2.0431654676258995
training,2,85,1,0,2,16,1,0,0,20.0,25.7223,20.31976056511005,38.0,1.9
training,241,4,1,0,4,5,0,1,0,30.0,24.4943,20.069075128375985,53.0,1.7666666666666666
training,30,109,0,1,4,19,1,0,0,1166.0,1563.323,1236.790171838266,2236.0,1.9176672384219555
training,85,264,1,0,0,4,0,1,0,15.0,19.5261,16.98709787440496,46.0,3.066666666666667
training,637,1168,0,1,5,3,0,1,0,19.0,25.7644,22.20951498812481,36.0,1.894736842105263
training,5,4,1,0,4,14,1,0,0,61.0,48.9596,40.57971915170705,347.0,5.688524590163935
training,176,575,0,1,4,8,1,0,0,158.0,203.6695,171.75295319231327,250.0,1.5822784810126582
training,575,176,0,1,4,22,0,1,0,160.0,204.0003,171.56270426934864,244.0,1.525
training,406,176,1,0,2,15,1,0,0,113.0,160.2211,147.8644922589215,293.0,2.5929203539823007
training,398,399,1,0,5,22,0,1,0,25.0,23.0449,19.72857651297809,31.0,1.24
training,399,400,1,0,6,0,0,1,0,18.0,17.4043,15.374038495838407,27.0,1.5
training,402,398,1,0,6,4,0,1,0,39.0,41.1536,31.52201446504144,65.0,1.6666666666666667
training,797,798,1,0,5,4,0,1,0,12.0,17.1324,12.449842072447412,27.0,2.25
training,798,1385,1,0,5,5,0,1,0,30.0,43.7595,40.68896134149012,76.0,2.533333333333333
training,232,233,1,0,0,7,0,1,0,28.0,39.7327,37.856434798634425,70.0,2.5
training,93,1222,0,1,0,14,1,0,0,42.0,58.5271,32.40309240877342,474.0,11.285714285714286
training,398,399,1,0,1,23,0,1,0,25.0,22.8882,19.600635578234986,30.0,1.2
training,399,400,1,0,2,0,0,1,0,21.0,19.7089,17.411217942762164,37.0,1.761904761904762
training,400,401,1,0,2,1,0,1,0,26.0,27.9187,23.22039163676397,62.0,2.3846153846153846
training,401,402,1,0,2,2,0,1,0,23.0,25.7325,14.98133357611595,46.0,2.0
training,402,398,1,0,2,4,0,1,0,38.0,40.7706,31.185148970601063,105.0,2.763157894736842
training,4,5,0,1,5,23,0,1,0,55.0,53.2035,40.61264508185442,70.0,1.2727272727272727
training,799,183,0,1,6,13,1,0,0,28.0,32.5852,23.43263322920193,57.0,2.0357142857142856
training,800,801,1,0,0,4,0,1,0,28.0,29.9625,24.450996376594208,48.0,1.7142857142857142
training,801,802,1,0,0,6,0,1,0,9.0,13.1889,12.67252742479712,37.0,4.111111111111111
training,802,803,1,0,0,7,0,1,0,24.0,32.3257,26.04749360484061,54.0,2.25
training,803,872,1,0,0,8,1,0,0,78.0,108.5704,91.93910277742329,267.0,3.423076923076923
training,30,21,0,1,6,1,0,1,0,167.0,219.5511,195.57409072360505,330.0,1.9760479041916168
training,6,7,0,1,2,2,0,1,0,33.0,42.7592,37.70380431999756,51.0,1.5454545454545454
training,7,8,0,1,2,3,0,1,0,35.0,23.7776,20.817024635548336,46.0,1.3142857142857145
training,332,333,0,1,6,2,0,1,0,31.0,36.3314,29.58721301795449,47.0,1.5161290322580645
training,333,369,0,1,6,3,0,1,0,93.0,123.26,80.50615523689056,171.0,1.8387096774193548
training,369,83,0,1,6,7,0,1,0,55.0,77.81089999999999,71.08835570012798,327.0,5.945454545454545
training,55,289,0,1,3,16,1,0,0,49.0,53.7303,43.9213107737848,64.0,1.3061224489795915
training,289,290,0,1,4,0,0,1,0,37.0,32.501400000000004,30.042351125048118,182.0,4.918918918918919
training,290,291,0,1,4,3,0,1,0,36.0,33.0758,29.225807480344525,56.0,1.5555555555555556
training,291,4,0,1,4,5,0,1,0,372.0,443.0778,270.9404186474429,619.0,1.663978494623656
training,539,109,1,0,0,14,1,0,0,40.0,46.8119,34.415108838576984,201.0,5.025
training,124,125,1,0,6,23,0,1,0,37.0,31.9127,30.176282039196007,82.0,2.216216216216216
training,125,44,1,0,0,2,0,1,0,14.0,12.3155,12.274560214941236,27.0,1.9285714285714288
training,44,125,1,0,0,2,0,1,0,17.0,14.7669,13.726641719917929,54.0,3.176470588235294
training,30,92,0,1,6,22,0,1,0,1015.0,1427.5087,1300.6003150099878,1884.0,1.8561576354679803
training,104,1499,1,0,2,7,0,1,0,14.0,17.1695,11.250824209038417,32.0,2.2857142857142856
training,4,413,1,0,0,9,1,0,0,20.0,15.8682,10.567210348200016,42.0,2.1
training,516,1442,0,1,3,3,0,1,0,56.0,79.1628,64.92385733136305,123.0,2.196428571428572
training,91,5,1,0,2,3,0,1,0,53.0,51.4631,41.41285634571408,192.0,3.6226415094339615
training,16,804,0,1,5,1,0,1,0,57.0,74.8507,40.92926452320005,194.0,3.4035087719298245
training,804,16,0,1,5,5,0,1,0,57.0,73.7607,40.18128592832003,132.0,2.3157894736842106
training,85,57,0,1,2,19,1,0,0,101.0,133.406,104.92920575116906,178.0,1.7623762376237624
training,5,91,1,0,3,10,1,0,0,57.0,52.9718,41.4044761602257,179.0,3.1403508771929824
training,644,645,1,0,5,1,0,1,0,9.0,13.0816,9.965107106893232,20.0,2.2222222222222223
training,341,805,1,0,2,1,0,1,0,19.0,17.7572,14.077961928134677,153.0,8.052631578947368
training,805,1535,1,0,2,4,0,1,0,29.0,32.7615,28.97500701225908,45.0,1.5517241379310345
training,806,919,1,0,2,6,0,1,0,25.0,34.3239,28.993692897307763,55.0,2.2
training,421,2,1,0,4,7,0,1,0,22.0,24.0479,16.595365760055536,52.0,2.363636363636364
training,4,807,0,1,1,17,1,0,0,118.0,146.08679999999998,128.49200307116766,176.0,1.4915254237288136
training,807,1135,0,1,2,4,0,1,0,33.0,43.9499,40.46169565266956,59.0,1.7878787878787878
training,5,91,1,0,6,0,0,1,0,58.0,53.3835,42.1957041955855,92.0,1.5862068965517242
training,644,645,1,0,3,2,0,1,0,9.0,12.8765,9.749039754729887,21.0,2.333333333333333
training,2,85,1,0,2,23,0,1,0,24.0,28.28,21.62590032115745,35.0,1.4583333333333333
training,232,354,1,0,0,7,0,1,0,13.0,16.6632,15.87113241437632,26.0,2.0
training,21,808,0,1,1,12,1,0,0,38.0,51.9141,44.26259134284083,82.0,2.1578947368421053
training,808,809,0,1,1,17,1,0,0,25.0,33.752199999999995,27.601895629742646,40.0,1.6
training,809,810,0,1,1,18,1,0,0,37.0,51.1163,48.20896228538044,51.0,1.3783783783783785
training,810,1461,0,1,1,19,1,0,0,154.0,213.9728,181.67632849797,250.0,1.6233766233766234
training,811,944,0,1,2,1,0,1,0,45.0,60.5845,47.873015332221215,73.0,1.6222222222222222
training,812,813,0,1,2,9,1,0,0,24.0,33.7859,31.7229114592884,43.0,1.7916666666666667
training,813,21,0,1,2,10,1,0,0,171.0,217.0141,169.2320238796816,429.0,2.508771929824561
training,176,728,0,1,0,9,1,0,0,177.0,247.3933,225.9761845483263,345.0,1.9491525423728813
training,728,19,0,1,0,21,0,1,0,64.0,85.1617,78.54911703691775,120.0,1.875
training,19,18,0,1,1,1,0,1,0,53.0,75.7923,61.46921145901756,102.0,1.9245283018867925
training,18,176,0,1,1,3,0,1,0,62.0,88.76,87.9576965329162,116.0,1.870967741935484
training,564,85,1,0,5,5,0,1,0,17.0,18.7698,15.186255723394462,106.0,6.235294117647059
training,21,94,0,1,1,14,1,0,0,118.0,149.3089,115.03543352738647,215.0,1.8220338983050848
training,817,21,0,1,2,3,0,1,0,60.0,79.6318,65.83331472124584,125.0,2.083333333333333
training,31,54,1,0,4,5,0,1,0,17.0,19.4654,16.72237703153687,38.0,2.235294117647059
training,54,31,1,0,4,7,0,1,0,18.0,20.7477,16.861821719677685,34.0,1.8888888888888888
training,57,85,0,1,1,21,0,1,0,104.0,131.3515,104.76158044748826,220.0,2.1153846153846154
training,57,109,0,1,4,23,0,1,0,480.0,631.9269,514.6113363498008,799.0,1.6645833333333333
training,559,560,0,1,5,0,0,1,0,36.0,39.9844,33.25888488347841,43.0,1.1944444444444444
training,560,154,0,1,5,1,0,1,0,80.0,87.0575,62.24488317255501,145.0,1.8125
training,154,155,0,1,5,4,0,1,0,20.0,28.1473,23.22922298855033,41.0,2.05
training,155,156,0,1,5,5,0,1,0,61.0,70.32589999999999,49.80916924658529,146.0,2.39344262295082
training,156,152,0,1,5,8,1,0,0,39.0,42.7941,35.31700634111463,69.0,1.7692307692307692
training,111,30,1,0,6,18,1,0,0,60.0,65.3955,48.72461801581154,101.0,1.6833333333333331
training,86,432,1,0,2,1,0,1,0,19.0,20.8935,11.608173337042569,35.0,1.8421052631578947
training,432,86,1,0,2,3,0,1,0,14.0,12.8506,9.026239020104422,37.0,2.642857142857143
training,57,340,1,0,6,4,0,1,0,27.0,24.980400000000003,21.173358724621018,46.0,1.7037037037037035
training,406,18,0,1,2,0,0,1,0,49.0,69.44160000000001,61.75336225575586,91.0,1.8571428571428568
training,50,435,0,1,1,0,0,1,0,39.0,41.712900000000005,35.24256620142358,56.0,1.435897435897436
training,435,31,0,1,1,2,0,1,0,55.0,61.6714,49.91279362713521,133.0,2.418181818181818
training,21,281,0,1,5,19,1,0,0,292.0,410.1612,320.5482438379256,614.0,2.102739726027397
training,281,31,0,1,6,10,1,0,0,192.0,270.485,221.11283252625293,471.0,2.453125
training,30,195,1,0,0,17,1,0,0,40.0,39.5641,32.9590070668929,104.0,2.6
training,104,1499,1,0,0,7,0,1,0,14.0,17.3008,11.361208885514872,32.0,2.2857142857142856
training,176,379,1,0,1,0,0,1,0,46.0,56.7569,41.39518012205111,66.0,1.434782608695652
training,379,687,1,0,1,2,0,1,0,14.0,13.0486,11.01764084755207,26.0,1.8571428571428568
training,687,176,1,0,1,3,0,1,0,40.0,32.6971,31.041876971351464,66.0,1.65
training,688,1284,1,0,5,4,0,1,0,18.0,22.6782,21.411532719752916,36.0,2.0
training,189,30,1,0,3,23,0,1,0,40.0,39.945800000000006,32.84276657264989,202.0,5.05
training,4,299,1,0,6,20,0,1,0,39.0,41.7485,31.95129842662924,62.0,1.5897435897435896
training,818,819,1,0,5,2,0,1,0,31.0,37.7458,30.452661381576164,112.0,3.612903225806452
training,819,66,1,0,5,4,0,1,0,37.0,39.9797,29.943477976346458,89.0,2.4054054054054053
training,14,495,0,1,4,19,1,0,0,46.0,61.1248,42.37178202981952,75.0,1.6304347826086956
training,109,360,1,0,3,2,0,1,0,21.0,27.5739,18.32710310247612,39.0,1.8571428571428568
training,820,238,0,1,4,17,1,0,0,44.0,49.2488,35.705541780456855,70.0,1.5909090909090908
training,238,821,0,1,4,19,1,0,0,46.0,62.666,49.7697123624239,123.0,2.6739130434782608
training,821,216,0,1,4,22,0,1,0,63.0,88.4295,60.70000114698457,113.0,1.7936507936507935
training,216,1465,0,1,5,0,0,1,0,28.0,40.2528,27.415789021775502,95.0,3.392857142857143
training,61,64,0,1,2,20,0,1,0,67.0,92.8987,76.18244432686544,206.0,3.074626865671642
training,64,63,0,1,3,1,0,1,0,17.0,22.5405,18.68963762348519,67.0,3.941176470588236
training,63,62,0,1,3,3,0,1,0,32.0,34.7827,24.862852882077625,76.0,2.375
training,62,65,0,1,3,5,0,1,0,21.0,29.7371,27.09721848964876,71.0,3.380952380952381
training,65,61,0,1,3,6,0,1,0,75.0,106.7053,75.09187502600172,291.0,3.88
training,176,30,0,1,4,3,0,1,0,210.0,279.0222,236.36634927997503,441.0,2.1
training,822,1085,0,1,2,11,1,0,0,55.0,78.42460000000001,65.6854292489329,693.0,12.6
training,30,795,1,0,5,14,1,0,0,81.0,79.87769999999999,62.1222121423416,271.0,3.345679012345679
training,350,1500,1,0,6,16,1,0,0,12.0,13.5606,12.547748272548974,19.0,1.5833333333333333
training,823,824,0,1,2,0,0,1,0,35.0,42.0564,38.61113785037397,53.0,1.5142857142857142
training,824,825,0,1,2,1,0,1,0,47.0,51.7679,32.37601863373539,84.0,1.7872340425531914
training,825,694,0,1,2,3,0,1,0,42.0,50.9788,37.03965095183158,156.0,3.7142857142857135
training,102,352,0,1,4,17,1,0,0,38.0,33.7224,24.909102957398677,80.0,2.1052631578947367
training,352,27,0,1,4,22,0,1,0,326.0,439.0837,366.8214222665102,518.0,1.588957055214724
training,826,109,1,0,4,13,1,0,0,22.0,25.8901,17.02253372715868,64.0,2.909090909090909
training,176,198,0,1,6,13,1,0,0,118.0,164.0574,151.49631897487194,216.0,1.8305084745762712
training,198,199,0,1,6,20,0,1,0,61.0,78.0818,73.02062234943304,105.0,1.721311475409836
training,199,18,0,1,6,23,0,1,0,121.0,159.4266,141.8844449130132,558.0,4.6115702479338845
training,18,176,0,1,0,9,1,0,0,62.0,87.85239999999999,87.0508081246634,178.0,2.870967741935484
training,194,14,1,0,4,12,1,0,0,57.0,44.0481,36.36398123655373,140.0,2.456140350877193
training,565,827,0,1,0,1,0,1,0,45.0,62.0251,44.429521151674,106.0,2.355555555555556
training,827,828,0,1,0,3,0,1,0,20.0,27.2213,22.09703439062758,42.0,2.1
training,828,565,0,1,0,4,0,1,0,65.0,68.85130000000001,49.45245961364848,176.0,2.707692307692308
training,113,829,1,0,4,0,0,1,0,10.0,14.6928,13.122234677726412,19.0,1.9
training,829,830,1,0,4,2,0,1,0,45.0,48.2682,20.444589004964325,40.0,0.8888888888888888
training,830,113,1,0,4,3,0,1,0,16.0,22.6818,19.745441390281695,66.0,4.125
training,86,432,1,0,0,7,0,1,0,17.0,19.3457,12.072960225734038,60.0,3.5294117647058822
training,87,1209,0,1,2,13,1,0,0,98.0,127.5355,63.36968728768244,208.0,2.122448979591837
training,30,200,1,0,4,4,0,1,0,34.0,35.5271,29.176870709579624,62.0,1.8235294117647056
training,832,833,0,1,3,3,0,1,0,40.0,43.593900000000005,38.285807171803306,107.0,2.675
training,833,1536,0,1,3,5,0,1,0,23.0,32.117,25.246922042261755,81.0,3.5217391304347827
training,5,91,1,0,3,20,0,1,0,54.0,51.0576,41.287143955965895,63.0,1.1666666666666667
training,699,700,1,0,1,1,0,1,0,12.0,13.9758,13.006282967930863,36.0,3.0
training,700,701,1,0,1,2,0,1,0,22.0,20.5418,16.567611717046542,41.0,1.8636363636363635
training,701,55,1,0,1,3,0,1,0,41.0,44.1747,31.25067822841514,95.0,2.317073170731707
training,109,834,0,1,1,19,1,0,0,27.0,36.8919,29.53158937236569,54.0,2.0
training,834,835,0,1,1,22,0,1,0,29.0,41.2322,35.89418797455837,166.0,5.724137931034483
training,835,836,0,1,2,1,0,1,0,34.0,47.9216,43.4831326963875,75.0,2.2058823529411766
training,836,837,0,1,2,3,0,1,0,34.0,48.4403,43.95413540628121,68.0,2.0
training,837,109,0,1,2,4,0,1,0,116.0,156.73829999999998,110.93244589328718,300.0,2.586206896551724
training,215,313,0,1,5,22,0,1,0,93.0,80.3246,55.0434881737629,130.0,1.3978494623655917
training,313,314,0,1,6,3,0,1,0,39.0,27.0501,24.222628726907686,35.0,0.8974358974358975
training,314,315,0,1,6,4,0,1,0,23.0,24.5314,19.398512669573652,46.0,2.0
training,315,215,0,1,6,5,0,1,0,39.0,40.2126,33.00751199936615,123.0,3.1538461538461537
training,838,839,1,0,5,1,0,1,0,9.0,11.2755,9.803038735922074,25.0,2.7777777777777777
training,839,838,1,0,5,2,0,1,0,9.0,11.1673,9.599583452771556,47.0,5.222222222222222
training,787,788,0,1,4,9,1,0,0,93.0,62.274,38.12615201633699,93.0,1.0
training,788,789,0,1,4,11,1,0,0,44.0,29.598,18.43866422939032,54.0,1.2272727272727273
training,789,787,0,1,4,12,1,0,0,138.0,91.9606,51.73937204217299,159.0,1.1521739130434785
training,102,1094,1,0,2,2,0,1,0,26.0,22.5879,17.988723279982548,66.0,2.5384615384615383
training,436,83,0,1,2,14,1,0,0,115.0,154.1087,98.32981612673667,194.0,1.6869565217391305
training,83,840,0,1,2,20,0,1,0,83.0,115.3405,96.72693943026611,205.0,2.469879518072289
training,840,109,0,1,3,1,0,1,0,86.0,115.7938,93.49933367931555,149.0,1.7325581395348837
training,78,79,0,1,1,2,0,1,0,29.0,39.3221,34.08105894200688,54.0,1.862068965517241
training,79,80,0,1,1,3,0,1,0,45.0,43.865,39.61377373684251,54.0,1.2
training,80,81,0,1,1,4,0,1,0,25.0,25.9293,20.81766335266889,32.0,1.28
training,81,78,0,1,1,5,0,1,0,87.0,122.2833,94.74706073864546,157.0,1.8045977011494247
training,841,1294,1,0,1,7,0,1,0,15.0,17.2576,13.24080445071928,29.0,1.9333333333333331
training,539,109,1,0,2,9,1,0,0,37.0,45.8694,35.73308739334811,130.0,3.5135135135135136
training,735,662,0,1,3,22,0,1,0,43.0,59.747800000000005,55.2169014237456,76.0,1.7674418604651163
training,662,663,0,1,4,2,0,1,0,35.0,49.1343,41.55368824632937,66.0,1.8857142857142857
training,663,664,0,1,4,3,0,1,0,42.0,40.2503,31.48439822351365,88.0,2.095238095238096
training,664,665,0,1,4,5,0,1,0,49.0,57.4387,43.37881705326006,115.0,2.346938775510204
training,665,109,0,1,4,7,0,1,0,128.0,147.1224,96.33915544743684,160.0,1.25
training,288,1123,1,0,1,1,0,1,0,18.0,17.516599999999997,14.819998276656296,45.0,2.5
training,350,1500,1,0,0,16,1,0,0,12.0,13.5628,12.776600604453453,18.0,1.5
training,30,14,1,0,3,3,0,1,0,99.0,86.6022,70.0185875556676,172.0,1.7373737373737377
training,336,337,1,0,2,4,0,1,0,29.0,31.2079,25.29412573724668,100.0,3.4482758620689653
training,337,1497,1,0,2,6,0,1,0,75.0,103.8352,82.56559199276653,193.0,2.5733333333333333
training,18,728,0,1,6,16,1,0,0,111.0,155.23260000000002,135.97190769230244,189.0,1.7027027027027026
training,30,31,0,1,1,19,1,0,0,632.0,873.2627,735.8679995131384,1104.0,1.7468354430379749
training,104,347,1,0,4,7,0,1,0,17.0,20.5299,12.91707460999405,53.0,3.117647058823529
training,735,842,1,0,6,0,0,1,0,71.0,90.485,78.55891315990732,124.0,1.7464788732394363
training,842,843,1,0,6,3,0,1,0,48.0,48.6433,40.0506581823371,81.0,1.6875
training,843,844,1,0,6,4,0,1,0,96.0,104.3991,76.98184627070682,181.0,1.8854166666666667
training,844,735,1,0,6,8,1,0,0,38.0,41.3007,35.96708731974292,213.0,5.605263157894737
training,224,225,0,1,1,3,0,1,0,73.0,96.189,79.5825889091927,146.0,2.0
training,225,2,0,1,1,7,0,1,0,390.0,550.4823,448.80823358965375,964.0,2.471794871794872
training,30,393,0,1,2,1,0,1,0,646.0,900.43,803.8255786285854,1199.0,1.8560371517027865
training,124,125,1,0,6,23,0,1,0,39.0,33.5307,31.646554774424047,111.0,2.8461538461538463
training,125,44,1,0,0,2,0,1,0,15.0,16.3515,12.251341942869058,26.0,1.7333333333333334
training,44,125,1,0,0,2,0,1,0,14.0,13.8025,13.553380459165307,46.0,3.2857142857142856
training,125,124,1,0,0,4,0,1,0,35.0,31.9384,30.09685406251945,96.0,2.742857142857143
training,127,4,1,0,4,17,1,0,0,20.0,13.6761,10.54136255063375,25.0,1.25
training,61,845,0,1,6,22,0,1,0,20.0,29.5516,26.07304733100244,48.0,2.4
training,845,1537,0,1,0,2,0,1,0,95.0,134.87210000000002,107.63567427755156,220.0,2.3157894736842106
training,92,204,1,0,5,0,0,1,0,30.0,30.776,20.85641988364237,123.0,4.1
training,436,846,0,1,4,20,0,1,0,45.0,60.8385,43.1658565522443,73.0,1.6222222222222222
training,846,1268,0,1,5,0,0,1,0,25.0,36.3732,28.736207713888035,43.0,1.72
training,2,85,1,0,1,16,1,0,0,24.0,28.0707,21.4762781896238,48.0,2.0
training,5,4,1,0,4,14,1,0,0,58.0,46.5941,39.99100665184506,80.0,1.3793103448275863
training,680,92,0,1,1,14,1,0,0,135.0,187.8861,145.6142620766482,373.0,2.762962962962963
training,269,1538,1,0,4,2,0,1,0,16.0,22.3418,18.653676917243835,74.0,4.625
training,93,1453,0,1,0,10,1,0,0,138.0,185.5346,162.55475551023403,347.0,2.5144927536231885
training,27,849,0,1,1,23,0,1,0,68.0,96.6751,86.02496328168694,160.0,2.3529411764705883
training,849,850,0,1,2,3,0,1,0,66.0,90.2638,70.10503692575735,159.0,2.409090909090909
training,850,851,0,1,2,6,0,1,0,41.0,56.3541,53.15540634264645,146.0,3.5609756097560976
training,851,27,0,1,2,12,1,0,0,122.0,166.97820000000002,128.3012815543698,635.0,5.204918032786885
training,416,494,0,1,2,1,0,1,0,76.0,76.5168,57.5545521095628,220.0,2.8947368421052637
training,494,766,0,1,2,6,0,1,0,40.0,53.5659,41.50740253192361,100.0,2.5
training,766,57,0,1,2,8,1,0,0,292.0,357.5967,262.7005233320008,791.0,2.708904109589041
training,102,747,1,0,6,2,0,1,0,24.0,21.3078,18.596176027109404,52.0,2.1666666666666665
training,754,755,0,1,3,2,0,1,0,35.0,48.7827,35.569919721999646,91.0,2.6
training,755,113,0,1,3,4,0,1,0,96.0,135.1814,108.45557164306688,616.0,6.416666666666667
training,31,32,0,1,4,20,0,1,0,200.0,272.4586,203.01218812046508,334.0,1.67
training,32,4,0,1,5,6,0,1,0,863.0,1192.9435,1014.8500348486972,1693.0,1.9617612977983776
training,183,889,1,0,3,19,1,0,0,66.0,76.6187,49.57040160907961,176.0,2.6666666666666665
training,852,1150,1,0,4,3,0,1,0,36.0,49.1126,24.344129586230338,80.0,2.2222222222222223
training,609,610,0,1,6,4,0,1,0,27.0,28.7706,19.390107736447664,50.0,1.851851851851852
training,610,611,0,1,6,6,0,1,0,95.0,78.5847,43.016883688749104,195.0,2.0526315789473686
training,611,271,0,1,6,9,1,0,0,131.0,121.1414,71.22628014196144,911.0,6.954198473282442
training,109,853,0,1,5,19,1,0,0,56.0,76.8268,66.90571121662212,89.0,1.5892857142857142
training,853,854,0,1,6,1,0,1,0,33.0,36.9105,30.83887835744676,63.0,1.9090909090909087
training,854,855,0,1,6,3,0,1,0,25.0,28.0671,26.755850477110148,42.0,1.68
training,855,109,0,1,6,4,0,1,0,49.0,66.6126,58.50688122405776,74.0,1.510204081632653
training,112,4,1,0,3,6,0,1,0,33.0,25.7701,20.93662651408301,142.0,4.303030303030303
training,451,109,0,1,5,14,1,0,0,244.0,339.1111,296.449412291933,379.0,1.5532786885245902
training,436,846,0,1,1,19,1,0,0,45.0,61.3633,43.161909150104734,78.0,1.7333333333333334
training,846,1268,0,1,2,0,0,1,0,25.0,35.9792,28.37278301631168,46.0,1.84
training,104,85,1,0,0,19,1,0,0,19.0,21.126900000000003,13.16357826640796,38.0,2.0
training,59,365,0,1,6,1,0,1,0,50.0,57.1227,44.27961839618132,106.0,2.12
training,303,17,1,0,0,15,1,0,0,33.0,36.5508,31.50668227385671,55.0,1.6666666666666667
training,183,799,0,1,3,16,1,0,0,30.0,29.9749,23.54960054828464,52.0,1.7333333333333334
training,57,227,0,1,6,6,0,1,0,221.0,249.4472,220.75565546505288,551.0,2.493212669683258
training,497,498,0,1,4,2,0,1,0,90.0,87.7419,81.82175824030227,123.0,1.3666666666666667
training,498,499,0,1,4,4,0,1,0,40.0,38.2517,35.629452844739006,49.0,1.225
training,499,31,0,1,4,6,0,1,0,294.0,392.2107,268.2014751263499,593.0,2.017006802721089
training,152,153,0,1,6,21,0,1,0,26.0,35.2623,31.8208143872848,43.0,1.6538461538461535
training,153,559,0,1,6,22,0,1,0,44.0,59.6781,42.24768573471208,88.0,2.0
training,559,560,0,1,0,0,0,1,0,37.0,40.9648,33.55055197320384,69.0,1.864864864864865
training,155,156,0,1,0,6,0,1,0,57.0,66.7097,47.88762328953099,123.0,2.1578947368421053
training,156,152,0,1,0,8,1,0,0,38.0,41.3661,32.86704595465221,205.0,5.394736842105263
training,319,796,1,0,0,1,0,1,0,20.0,23.748900000000003,20.08631087373052,40.0,2.0
training,2,85,1,0,1,19,1,0,0,24.0,27.7211,21.11160326105164,39.0,1.625
training,350,1500,1,0,1,22,0,1,0,13.0,13.927700000000002,11.225938465768207,14.0,1.0769230769230769
training,31,1540,1,0,4,22,0,1,0,12.0,15.2955,13.04215771885428,78.0,6.5
training,413,4,1,0,2,14,1,0,0,22.0,14.7761,10.426947922747898,43.0,1.9545454545454544
training,22,860,0,1,2,21,0,1,0,25.0,29.1903,27.77130967595248,58.0,2.32
training,860,861,0,1,3,3,0,1,0,34.0,36.8429,32.23275305548768,70.0,2.0588235294117645
training,861,581,0,1,3,4,0,1,0,25.0,26.4091,19.455608549610307,57.0,2.28
training,581,582,0,1,3,5,0,1,0,68.0,80.5143,44.44720944948281,126.0,1.8529411764705883
training,582,583,0,1,3,8,1,0,0,33.0,47.3069,37.17339147545515,64.0,1.9393939393939397
training,583,22,0,1,3,10,1,0,0,55.0,73.0304,60.14490993504917,125.0,2.272727272727273
training,338,87,1,0,6,8,1,0,0,35.0,34.218300000000006,10.939537378974252,29.0,0.8285714285714286
training,30,14,1,0,2,9,1,0,0,97.0,86.0831,70.0452732226637,217.0,2.237113402061856
training,14,652,0,1,0,18,1,0,0,97.0,130.2587,123.96289402553424,271.0,2.7938144329896906
training,652,653,0,1,1,1,0,1,0,28.0,28.6625,26.674187799893424,41.0,1.4642857142857142
training,653,654,0,1,1,3,0,1,0,19.0,27.1948,25.026558959695056,39.0,2.0526315789473686
training,654,1524,0,1,1,3,0,1,0,35.0,40.9216,35.529555659343465,117.0,3.342857142857143
training,655,14,0,1,1,6,0,1,0,74.0,91.344,75.38474226612897,274.0,3.702702702702703
training,91,5,1,0,2,12,1,0,0,61.0,56.439800000000005,42.22094767521842,191.0,3.1311475409836067
training,17,303,1,0,6,15,1,0,0,33.0,37.4011,32.31538273321123,78.0,2.363636363636364
training,205,1277,0,1,5,22,0,1,0,101.0,129.3442,104.41039833368376,206.0,2.03960396039604
training,4,241,1,0,5,3,0,1,0,28.0,22.7637,18.52724091339859,78.0,2.7857142857142856
training,320,1541,1,0,1,17,1,0,0,11.0,15.1314,12.262672164111718,28.0,2.5454545454545454
training,862,320,1,0,2,3,0,1,0,12.0,14.8211,11.62940480424366,42.0,3.5
training,86,1431,1,0,4,0,0,1,0,19.0,22.1164,15.027689199220523,50.0,2.631578947368421
training,770,86,1,0,4,4,0,1,0,12.0,12.4927,10.065002313421305,61.0,5.083333333333333
training,179,109,1,0,3,5,0,1,0,21.0,25.9508,21.45468361255284,48.0,2.2857142857142856
training,781,782,0,1,0,0,0,1,0,24.0,22.7487,19.097021898557145,37.0,1.5416666666666667
training,782,783,0,1,0,1,0,1,0,28.0,26.5852,25.785023457137907,38.0,1.3571428571428572
training,783,784,0,1,0,2,0,1,0,32.0,32.0337,25.44329855711049,66.0,2.0625
training,784,785,0,1,0,4,0,1,0,48.0,50.0495,34.406973125725806,72.0,1.5
training,785,1533,0,1,0,5,0,1,0,33.0,35.6746,30.03916104130641,49.0,1.4848484848484849
training,2,4,0,1,2,20,0,1,0,709.0,968.443,829.447491619083,1214.0,1.7122708039492245
