data,source_number,destination_number,is_carting,is_ftl,day_of_week,start_hour,is_day,is_night,is_cutoff,osrm_time,osrm_distance,actual_distance,actual_time,real_actual_time_factor
training,625,626,1,0,0,2,0,1,0,29.0,31.3651,29.3445229161455,41.0,1.4137931034482758
training,626,799,1,0,0,3,0,1,0,25.0,27.1265,23.586845368544974,55.0,2.2
training,31,408,0,1,5,21,0,1,0,98.0,135.7935,108.28796071523732,153.0,1.5612244897959184
training,408,409,0,1,6,2,0,1,0,50.0,68.2988,62.79816003593815,82.0,1.64
training,507,142,1,0,2,22,0,1,0,26.0,28.4388,19.20563487976628,68.0,2.6153846153846154
training,142,143,1,0,3,0,0,1,0,15.0,14.6065,13.62659681752708,17.0,1.1333333333333333
training,143,1308,1,0,3,1,0,1,0,21.0,22.489,13.480427513251737,29.0,1.380952380952381
training,31,1540,1,0,5,4,0,1,0,14.0,16.1962,13.70287189747176,30.0,2.142857142857143
training,1037,31,1,0,5,7,0,1,0,10.0,13.4933,11.44404619886639,31.0,3.1
training,159,1109,1,0,3,4,0,1,0,12.0,14.8944,9.694263111736529,26.0,2.1666666666666665
training,303,595,1,0,6,5,0,1,0,17.0,17.4135,14.4054300908977,35.0,2.0588235294117645
training,99,122,1,0,1,0,0,1,0,21.0,19.8197,14.32201815878859,118.0,5.619047619047619
training,122,123,1,0,1,2,0,1,0,11.0,11.4258,10.644488031849246,28.0,2.5454545454545454
training,123,99,1,0,1,3,0,1,0,31.0,32.0948,25.319530508442973,82.0,2.6451612903225805
training,222,1140,0,1,3,19,1,0,0,30.0,31.2102,25.575828152923563,48.0,1.6
training,1140,404,0,1,4,0,0,1,0,27.0,37.7829,33.37048232641053,63.0,2.333333333333333
training,404,405,0,1,4,1,0,1,0,77.0,108.6858,40.342561097205206,172.0,2.2337662337662336
training,85,2,1,0,2,12,1,0,0,23.0,27.4806,21.65569206431626,186.0,8.08695652173913
training,30,176,0,1,1,17,1,0,0,212.0,280.2818,236.88562148027745,420.0,1.981132075471698
training,2,57,0,1,0,22,0,1,0,98.0,131.0459,101.32413704020934,157.0,1.6020408163265305
training,57,436,0,1,1,4,0,1,0,683.0,911.7643,764.9383239857959,1256.0,1.8389458272327963
training,393,30,0,1,4,3,0,1,0,647.0,870.0168000000001,803.8586752429252,1640.0,2.534775888717156
training,31,50,0,1,1,19,1,0,0,85.0,95.1402,82.16924465490241,111.0,1.3058823529411765
training,127,5,1,0,0,9,1,0,0,36.0,36.6739,28.24575105482899,74.0,2.055555555555556
training,50,596,0,1,5,1,0,1,0,60.0,82.1704,61.99619096835124,87.0,1.45
training,596,921,0,1,5,3,0,1,0,43.0,50.0826,37.74864820103285,60.0,1.3953488372093024
training,921,922,0,1,5,4,0,1,0,90.0,90.4447,66.38190438675691,110.0,1.2222222222222223
training,922,50,0,1,5,6,0,1,0,105.0,102.6941,82.82329515969658,146.0,1.3904761904761904
training,735,662,0,1,0,22,0,1,0,43.0,61.326800000000006,55.915304530403134,75.0,1.744186046511628
training,662,663,0,1,1,2,0,1,0,34.0,48.4961,41.89429784511411,64.0,1.8823529411764703
training,663,664,0,1,1,3,0,1,0,45.0,42.049,31.69569664159206,109.0,2.422222222222222
training,664,665,0,1,1,5,0,1,0,50.0,58.4814,43.65929415735868,109.0,2.18
training,665,109,0,1,1,8,1,0,0,127.0,146.36010000000002,95.65903350180122,197.0,1.5511811023622046
training,23,22,1,0,3,10,1,0,0,124.0,167.3023,145.21310033011432,364.0,2.935483870967742
training,109,222,0,1,3,8,1,0,0,139.0,195.0232,164.27299818796894,244.0,1.7553956834532374
training,222,4,0,1,3,15,1,0,0,284.0,346.2567,307.88431896753343,432.0,1.5211267605633805
training,3,263,1,0,1,15,1,0,0,18.0,19.5523,16.81527637491293,59.0,3.2777777777777777
training,57,109,0,1,5,0,0,1,0,480.0,631.9316,514.6322698303588,791.0,1.6479166666666667
training,215,313,0,1,2,22,0,1,0,93.0,80.6376,55.26251942391811,166.0,1.7849462365591398
training,313,314,0,1,3,1,0,1,0,39.0,26.8891,24.35810347518186,44.0,1.1282051282051282
training,314,315,0,1,3,2,0,1,0,23.0,24.3593,19.201483071893755,47.0,2.0434782608695654
training,315,215,0,1,3,4,0,1,0,39.0,40.6499,32.211744149526645,66.0,1.6923076923076923
training,30,443,1,0,0,4,0,1,0,65.0,77.6005,46.94101246629726,153.0,2.353846153846154
training,109,360,1,0,5,20,0,1,0,21.0,24.9468,17.39807789538448,31.0,1.4761904761904765
training,14,30,1,0,3,1,0,1,0,94.0,87.94239999999999,69.9631840370734,272.0,2.893617021276596
training,459,1529,1,0,6,6,0,1,0,19.0,14.0092,10.732980995919638,32.0,1.6842105263157894
training,725,459,1,0,6,8,1,0,0,14.0,13.1146,11.278583363611045,28.0,2.0
training,2,85,1,0,2,11,1,0,0,24.0,27.7787,20.860074098618256,108.0,4.5
training,31,504,0,1,1,17,1,0,0,65.0,80.5918,55.92991313456079,70.0,1.0769230769230769
training,504,339,0,1,1,21,0,1,0,25.0,34.3287,31.422137607038124,48.0,1.92
training,339,32,0,1,1,22,0,1,0,122.0,167.8827,144.4388216068519,236.0,1.9344262295081969
training,353,1409,1,0,2,23,0,1,0,31.0,26.0389,19.86654608759343,44.0,1.4193548387096775
training,1409,353,1,0,3,1,0,1,0,29.0,22.2647,19.000954449038144,44.0,1.5172413793103448
training,30,927,1,0,4,3,0,1,0,62.0,60.6693,51.01351711603712,236.0,3.806451612903226
training,575,702,0,1,2,0,0,1,0,39.0,53.8219,26.37598278184221,32.0,0.8205128205128205
training,702,916,0,1,2,2,0,1,0,38.0,43.9908,28.77988648580241,39.0,1.0263157894736843
training,916,703,0,1,2,3,0,1,0,26.0,34.25,16.841741221953615,46.0,1.7692307692307692
training,703,575,0,1,2,4,0,1,0,76.0,83.97630000000001,64.92645579319962,316.0,4.157894736842105
training,2,564,1,0,6,6,0,1,0,32.0,43.1914,37.264886924691616,102.0,3.1875
training,269,27,0,1,0,1,0,1,0,138.0,196.5886,182.9497380230512,253.0,1.8333333333333333
training,27,30,0,1,0,6,0,1,0,329.0,446.6866,383.9670386860572,767.0,2.3313069908814588
training,30,124,1,0,3,2,0,1,0,77.0,72.811,59.691188119090185,123.0,1.5974025974025974
training,641,1314,0,1,4,22,0,1,0,35.0,41.3834,31.615311597024267,72.0,2.057142857142857
training,1314,1410,0,1,5,1,0,1,0,35.0,44.6977,25.522547260360515,95.0,2.7142857142857144
training,1410,1315,0,1,5,3,0,1,0,21.0,22.7205,22.015349665538626,34.0,1.619047619047619
training,1411,1333,0,1,5,4,0,1,0,31.0,37.7843,26.41806350116571,122.0,3.935483870967742
training,1333,641,0,1,5,7,0,1,0,30.0,37.0962,27.88139596926348,122.0,4.066666666666666
training,85,264,1,0,5,0,0,1,0,16.0,20.6509,17.631084908706114,34.0,2.125
training,2,57,0,1,5,5,0,1,0,98.0,130.4415,100.79447622686462,278.0,2.836734693877551
training,113,1259,0,1,1,22,0,1,0,48.0,69.28880000000001,67.03054507379207,112.0,2.333333333333333
training,1259,1260,0,1,2,1,0,1,0,24.0,23.3598,20.851222119873214,47.0,1.9583333333333333
training,1260,769,0,1,2,2,0,1,0,26.0,29.0431,23.354920730686963,89.0,3.423076923076923
training,769,113,0,1,2,4,0,1,0,96.0,131.0692,96.73725169147149,453.0,4.71875
training,85,564,1,0,2,22,0,1,0,14.0,16.5695,14.65573484863818,39.0,2.7857142857142856
training,91,4,1,0,6,14,1,0,0,52.0,41.2136,28.763713871761528,77.0,1.4807692307692308
training,50,596,0,1,3,1,0,1,0,59.0,80.5594,61.28542008984266,92.0,1.5593220338983051
training,596,921,0,1,3,3,0,1,0,36.0,46.0414,36.45929231859117,42.0,1.1666666666666667
training,921,922,0,1,3,4,0,1,0,93.0,92.6997,68.093261220503,108.0,1.1612903225806452
training,111,30,1,0,2,16,1,0,0,61.0,66.3131,48.40147077134162,141.0,2.3114754098360657
training,30,1347,1,0,5,2,0,1,0,76.0,71.5977,61.04902900802668,310.0,4.078947368421052
training,127,4,1,0,3,17,1,0,0,22.0,14.7672,11.139116792551762,34.0,1.5454545454545454
training,5,127,1,0,2,3,0,1,0,39.0,33.8746,28.38316030299989,63.0,1.6153846153846154
training,841,1294,1,0,4,8,1,0,0,17.0,18.0115,12.399687604501269,28.0,1.6470588235294117
training,320,57,0,1,6,18,1,0,0,171.0,235.2448,202.97862999530716,315.0,1.8421052631578947
training,380,57,1,0,5,12,1,0,0,25.0,24.2142,15.688133672074608,65.0,2.6
training,799,871,1,0,0,22,0,1,0,17.0,18.798,15.533088401050357,36.0,2.117647058823529
training,871,624,1,0,1,1,0,1,0,25.0,29.409,22.480969222409733,36.0,1.44
training,624,625,1,0,1,2,0,1,0,37.0,40.5628,36.62044744627154,56.0,1.5135135135135136
training,625,626,1,0,1,3,0,1,0,29.0,31.1232,29.11570929945797,45.0,1.5517241379310345
training,626,799,1,0,1,4,0,1,0,23.0,25.3014,22.015762729309973,40.0,1.7391304347826086
training,57,109,0,1,3,2,0,1,0,480.0,632.1531,514.804056691437,901.0,1.8770833333333332
training,91,4,1,0,0,8,1,0,0,53.0,41.4692,28.85654838965973,100.0,1.8867924528301887
training,30,200,1,0,5,12,1,0,0,34.0,35.3248,30.1094178931634,59.0,1.7352941176470589
training,739,57,1,0,3,2,0,1,0,31.0,26.876,21.682476442119626,63.0,2.032258064516129
training,57,227,0,1,2,7,0,1,0,221.0,249.9472,220.49067233045105,420.0,1.9004524886877827
training,109,110,1,0,2,2,0,1,0,26.0,31.1883,27.246528127853747,165.0,6.346153846153846
training,109,580,0,1,2,23,0,1,0,273.0,363.6078,260.0337174943535,530.0,1.9413919413919412
training,580,17,0,1,3,10,1,0,0,253.0,331.1522,273.3731894459455,438.0,1.7312252964426875
training,352,111,1,0,0,17,1,0,0,14.0,12.358,10.259698114893546,37.0,2.642857142857143
training,883,884,0,1,6,6,0,1,0,75.0,74.50789999999999,65.79431081703196,80.0,1.0666666666666669
training,884,1031,0,1,6,8,1,0,0,43.0,42.3428,37.82301622652125,78.0,1.813953488372093
training,303,595,1,0,5,7,0,1,0,18.0,17.1556,14.586489958338438,48.0,2.6666666666666665
training,2,643,1,0,5,2,0,1,0,29.0,40.6458,36.183468753581415,160.0,5.517241379310345
training,30,4,0,1,6,16,1,0,0,1508.0,2064.0012,1689.5346851022084,3198.0,2.1206896551724137
training,92,1199,1,0,2,17,1,0,0,34.0,32.993300000000005,23.497152362599337,72.0,2.117647058823529
training,93,814,0,1,6,1,0,1,0,86.0,122.3498,107.53432689472628,155.0,1.802325581395349
training,814,1604,0,1,6,7,0,1,0,43.0,42.6292,39.93887686034676,50.0,1.162790697674419
training,311,680,0,1,6,11,1,0,0,36.0,51.325300000000006,46.9751490286919,55.0,1.5277777777777777
training,338,87,1,0,3,8,1,0,0,33.0,35.034699999999994,11.625739397544734,76.0,2.303030303030303
training,195,30,1,0,3,5,0,1,0,38.0,38.258300000000006,33.35819888923782,68.0,1.7894736842105263
training,90,4,1,0,4,17,1,0,0,43.0,34.6706,26.028907080764,53.0,1.2325581395348837
training,407,176,1,0,4,23,0,1,0,34.0,43.9051,32.22258907592926,66.0,1.9411764705882355
training,227,740,0,1,2,18,1,0,0,97.0,122.3029,111.10983525206107,175.0,1.8041237113402064
training,740,1470,0,1,3,0,0,1,0,44.0,36.263,33.92600297053162,55.0,1.25
training,741,57,0,1,3,2,0,1,0,77.0,81.09989999999999,70.64855819912148,144.0,1.87012987012987
training,22,73,0,1,6,20,0,1,0,44.0,56.2661,44.85984206729003,74.0,1.681818181818182
training,73,74,0,1,6,23,0,1,0,52.0,74.8955,63.2312368497819,108.0,2.076923076923077
training,74,1412,0,1,0,2,0,1,0,43.0,59.707800000000006,37.09981026042228,93.0,2.1627906976744184
training,1412,1230,0,1,0,4,0,1,0,46.0,65.1454,33.98138701785281,88.0,1.9130434782608696
training,1230,75,0,1,0,6,0,1,0,33.0,46.3489,37.347703328887626,234.0,7.090909090909091
training,76,77,0,1,0,12,1,0,0,55.0,59.1595,54.02188586480481,80.0,1.4545454545454546
training,77,22,0,1,0,14,1,0,0,34.0,38.9801,21.86473098706224,55.0,1.6176470588235294
training,2,421,1,0,1,1,0,1,0,21.0,23.3023,15.9622689502819,55.0,2.619047619047619
training,5,39,1,0,5,3,0,1,0,35.0,26.8498,18.31084616621948,53.0,1.5142857142857142
training,159,1489,1,0,6,4,0,1,0,11.0,13.9246,10.823035985539882,28.0,2.5454545454545454
training,1413,1457,1,0,2,1,0,1,0,25.0,37.7021,35.03984931082699,58.0,2.32
training,309,310,1,0,0,2,0,1,0,17.0,18.0016,16.265199974634847,30.0,1.7647058823529411
training,69,528,1,0,6,11,1,0,0,127.0,169.5227,119.4344956467543,295.0,2.322834645669291
training,4,5,0,1,0,10,1,0,0,49.0,49.0039,38.645708971080325,193.0,3.938775510204082
training,5,55,0,1,0,16,1,0,0,432.0,471.9935,332.07825767552595,732.0,1.6944444444444444
training,106,107,1,0,4,23,0,1,0,60.0,63.395900000000005,49.29375477894572,94.0,1.5666666666666669
training,107,923,1,0,5,1,0,1,0,21.0,30.9918,25.30877490989477,51.0,2.4285714285714284
training,923,924,1,0,5,2,0,1,0,16.0,17.1423,16.533542346581385,26.0,1.625
training,924,106,1,0,5,3,0,1,0,64.0,65.056,56.05894691192732,98.0,1.53125
training,503,646,0,1,1,4,0,1,0,23.0,30.7746,22.213232188488327,63.0,2.739130434782609
training,646,647,0,1,1,6,0,1,0,33.0,46.7046,25.79077891271795,80.0,2.4242424242424243
training,647,1164,0,1,1,8,1,0,0,14.0,20.5726,17.33699611006069,44.0,3.142857142857143
training,1164,503,0,1,1,10,1,0,0,16.0,23.5978,17.558162100621978,47.0,2.9375
training,159,1489,1,0,2,4,0,1,0,11.0,13.0626,10.606851133951588,46.0,4.181818181818182
training,176,14,0,1,1,20,0,1,0,134.0,184.4586,174.27404508946557,245.0,1.828358208955224
training,939,1502,1,0,2,16,1,0,0,22.0,21.8707,16.421287891363466,88.0,4.0
training,232,102,1,0,4,5,0,1,0,26.0,28.824900000000003,20.087341237109584,80.0,3.076923076923077
training,14,617,0,1,4,15,1,0,0,95.0,117.4986,86.45842340529333,190.0,2.0
training,617,618,0,1,4,21,0,1,0,23.0,24.9483,23.98612760285753,38.0,1.6521739130434785
training,618,1247,0,1,4,23,0,1,0,131.0,94.4031,73.4274743869935,163.0,1.2442748091603053
training,1247,14,0,1,5,3,0,1,0,212.0,245.2824,177.540441250417,372.0,1.7547169811320755
training,4,5,1,0,2,19,1,0,0,50.0,49.9342,39.51488504929316,70.0,1.4
training,4,30,0,1,4,12,1,0,0,1527.0,2072.3953,1689.8609206372607,2732.0,1.7891290111329403
training,299,4,1,0,4,11,1,0,0,44.0,42.032300000000006,32.266111519712204,94.0,2.136363636363636
training,93,1222,0,1,4,13,1,0,0,42.0,58.5252,32.448705751615925,305.0,7.261904761904762
training,1270,269,1,0,3,9,1,0,0,16.0,23.5297,21.726716418982665,1006.0,62.875
training,2,643,1,0,1,16,1,0,0,32.0,42.9981,36.47120215205484,71.0,2.21875
training,332,333,0,1,0,2,0,1,0,33.0,38.3522,30.80588689412195,54.0,1.6363636363636365
training,333,369,0,1,0,3,0,1,0,94.0,124.0492,80.80185216444609,197.0,2.095744680851064
training,369,83,0,1,0,7,0,1,0,55.0,77.8235,71.10496518798824,122.0,2.2181818181818183
training,5,4,1,0,1,2,0,1,0,56.0,47.1989,40.46656020019852,135.0,2.4107142857142856
training,111,30,1,0,5,21,0,1,0,61.0,66.24419999999999,48.60099540417214,112.0,1.836065573770492
training,111,14,1,0,3,20,0,1,0,52.0,42.7207,40.60465254909556,70.0,1.3461538461538465
training,176,45,0,1,2,21,0,1,0,180.0,169.24939999999998,139.22789948138248,244.0,1.3555555555555556
training,45,1482,0,1,3,3,0,1,0,49.0,30.6645,15.773784483151806,57.0,1.163265306122449
training,46,176,0,1,3,7,0,1,0,202.0,212.0364,154.6308669433888,811.0,4.014851485148514
training,55,521,1,0,0,16,1,0,0,57.0,60.0647,44.71219259890526,83.0,1.456140350877193
training,521,522,1,0,1,0,0,1,0,57.0,54.9123,35.550071634827006,73.0,1.280701754385965
training,522,523,1,0,1,2,0,1,0,24.0,21.2202,15.963050059848134,55.0,2.2916666666666665
training,523,524,1,0,1,3,0,1,0,19.0,16.810599999999997,13.212311332438658,27.0,1.4210526315789471
training,524,55,1,0,1,4,0,1,0,80.0,91.6355,60.91668939582485,243.0,3.0375
training,194,30,1,0,3,18,1,0,0,43.0,43.3056,37.45219282166753,66.0,1.5348837209302326
training,320,1541,1,0,1,19,1,0,0,9.0,13.1131,12.079930945429815,28.0,3.111111111111111
training,640,26,1,0,2,7,0,1,0,14.0,14.9729,12.949588182543978,114.0,8.142857142857142
training,263,2,1,0,5,22,0,1,0,20.0,25.3468,19.986481463388493,60.0,3.0
training,55,275,0,1,6,9,1,0,0,79.0,80.1735,62.63306377721971,165.0,2.088607594936709
training,429,55,0,1,0,3,0,1,0,51.0,54.2155,49.75943774417157,143.0,2.803921568627451
training,91,4,1,0,4,1,0,1,0,51.0,40.9936,28.648135520651003,139.0,2.7254901960784315
training,30,927,1,0,5,21,0,1,0,63.0,61.5578,50.66662076071858,100.0,1.5873015873015872
training,91,5,1,0,1,3,0,1,0,55.0,52.7831,42.3303413177576,109.0,1.981818181818182
training,178,442,1,0,0,0,0,1,0,21.0,19.5379,14.9789379992305,21.0,1.0
training,442,178,1,0,0,2,0,1,0,21.0,19.9259,15.151004713948872,26.0,1.238095238095238
training,413,4,1,0,6,7,0,1,0,22.0,14.8728,10.649558720045428,27.0,1.2272727272727273
training,795,30,1,0,3,21,0,1,0,79.0,80.33510000000001,62.15645440294936,321.0,4.063291139240507
training,4,299,1,0,4,3,0,1,0,40.0,42.1985,32.129274164302096,64.0,1.6
training,1350,14,1,0,1,6,0,1,0,214.0,246.4435,177.73935562859256,430.0,2.0093457943925235
training,106,107,1,0,0,1,0,1,0,59.0,62.7682,48.95010454937047,96.0,1.6271186440677967
training,107,923,1,0,0,3,0,1,0,22.0,31.9285,25.9744588842637,69.0,3.136363636363636
training,923,924,1,0,0,4,0,1,0,16.0,17.2615,16.646426538391502,28.0,1.75
training,924,106,1,0,0,5,0,1,0,63.0,64.61580000000001,55.80712975107775,119.0,1.8888888888888888
training,14,30,1,0,5,12,1,0,0,94.0,87.92869999999999,69.93314834148713,333.0,3.542553191489361
training,176,30,0,1,3,21,0,1,0,213.0,281.6352,237.10413862319635,462.0,2.1690140845070425
training,17,595,1,0,6,18,1,0,0,37.0,46.1074,34.66329754496611,78.0,2.108108108108108
training,245,246,1,0,3,0,0,1,0,27.0,19.1616,17.60646179359175,26.0,0.9629629629629628
training,246,247,1,0,3,1,0,1,0,14.0,13.029,11.085171126697404,26.0,1.8571428571428568
training,247,1285,1,0,3,2,0,1,0,22.0,16.0252,11.260489515852225,21.0,0.9545454545454546
training,1285,507,1,0,3,2,0,1,0,15.0,14.8704,9.043631746291698,47.0,3.1333333333333333
training,86,677,1,0,0,22,0,1,0,55.0,74.8758,60.6164091815205,103.0,1.8727272727272728
training,677,678,1,0,1,1,0,1,0,30.0,32.649,20.292496363244616,48.0,1.6
training,678,679,1,0,1,2,0,1,0,57.0,61.6722,33.30605808369467,71.0,1.2456140350877194
training,679,86,1,0,1,4,0,1,0,73.0,87.78869999999999,60.8631552962562,186.0,2.547945205479452
training,109,834,0,1,2,19,1,0,0,27.0,37.020300000000006,29.657225829971978,42.0,1.5555555555555556
training,834,835,0,1,2,23,0,1,0,27.0,37.0456,34.794549787567874,46.0,1.7037037037037035
training,835,836,0,1,3,0,0,1,0,34.0,48.6086,44.762522933675605,84.0,2.4705882352941178
training,836,837,0,1,3,2,0,1,0,34.0,48.8851,44.633036974510816,57.0,1.6764705882352942
training,837,109,0,1,3,3,0,1,0,115.0,155.03879999999998,109.78429116811948,227.0,1.9739130434782608
training,430,92,1,0,3,21,0,1,0,22.0,22.6859,17.029034100965017,82.0,3.727272727272727
training,1415,418,1,0,1,5,0,1,0,10.0,11.5396,9.546367241639013,25.0,2.5
training,30,189,1,0,4,14,1,0,0,38.0,38.424800000000005,32.14093323930105,77.0,2.026315789473684
training,110,109,1,0,6,5,0,1,0,32.0,36.0739,29.527192962603888,57.0,1.78125
training,26,389,1,0,6,2,0,1,0,11.0,13.4677,9.99316290548722,40.0,3.636363636363636
training,389,26,1,0,6,4,0,1,0,12.0,13.295,11.06023724077216,34.0,2.833333333333333
training,22,73,0,1,2,20,0,1,0,44.0,55.6809,44.0160333253061,94.0,2.136363636363636
training,73,74,0,1,2,23,0,1,0,53.0,75.38239999999999,63.6933446342032,88.0,1.660377358490566
training,1230,75,0,1,3,5,0,1,0,33.0,46.930800000000005,36.98182519827153,212.0,6.424242424242424
training,76,77,0,1,3,12,1,0,0,56.0,58.8173,53.39677167863316,74.0,1.3214285714285714
training,77,22,0,1,3,13,1,0,0,33.0,37.8792,21.31698198898962,98.0,2.9696969696969697
training,87,1204,0,1,4,10,1,0,0,65.0,80.13669999999999,50.77658771893192,113.0,1.7384615384615385
training,1204,1205,0,1,4,15,1,0,0,49.0,62.4792,54.448530520124095,111.0,2.26530612244898
training,1205,1183,0,1,4,18,1,0,0,25.0,35.1734,32.136765298092826,87.0,3.48
training,598,1329,0,1,5,7,0,1,0,24.0,27.0112,19.683867118917952,73.0,3.0416666666666665
training,1185,1272,0,1,6,1,0,1,0,40.0,58.0762,47.17083115044992,80.0,2.0
training,897,2,1,0,6,12,1,0,0,25.0,28.2756,15.641729619862812,82.0,3.28
training,83,1079,0,1,3,21,0,1,0,46.0,64.06519999999999,57.91006440555452,79.0,1.7173913043478262
training,1079,840,0,1,4,0,0,1,0,36.0,51.186800000000005,38.40902626207919,65.0,1.805555555555556
training,30,14,1,0,3,21,0,1,0,98.0,122.7524,70.67449516733818,191.0,1.9489795918367347
training,85,104,1,0,1,0,0,1,0,23.0,24.9165,14.821419066398375,80.0,3.4782608695652173
training,745,263,1,0,5,16,1,0,0,13.0,15.0502,9.93753873472224,51.0,3.923076923076923
training,1118,1119,0,1,2,5,0,1,0,45.0,30.4389,25.92163270619499,52.0,1.1555555555555554
training,1119,1262,0,1,2,6,0,1,0,22.0,31.1322,28.093220584452755,91.0,4.136363636363637
training,1262,1263,0,1,2,8,1,0,0,38.0,45.6434,40.306611425230585,63.0,1.6578947368421053
training,1263,341,0,1,2,9,1,0,0,148.0,197.0209,138.44059291956137,327.0,2.20945945945946
training,364,1502,1,0,0,16,1,0,0,18.0,22.6644,17.128065071249978,77.0,4.277777777777778
training,406,176,1,0,3,15,1,0,0,116.0,162.2018,148.1626408893749,329.0,2.836206896551724
training,39,5,1,0,5,18,1,0,0,36.0,27.1854,18.84020488302569,41.0,1.1388888888888888
training,30,17,0,1,5,6,0,1,0,1610.0,2190.0643,1720.9038517883912,3331.0,2.068944099378882
training,694,1400,0,1,3,22,0,1,0,36.0,49.652800000000006,43.30536245249655,62.0,1.7222222222222223
training,1400,1416,0,1,4,2,0,1,0,42.0,49.8537,28.31129816892664,63.0,1.5
training,1416,1417,0,1,4,3,0,1,0,16.0,23.4994,22.5002814886222,34.0,2.125
training,1417,1606,0,1,4,4,0,1,0,39.0,55.3318,52.74389312851972,89.0,2.282051282051282
training,212,213,0,1,2,5,0,1,0,52.0,63.3669,59.76683017912149,77.0,1.4807692307692308
training,113,181,0,1,2,21,0,1,0,91.0,129.706,113.53299773164306,246.0,2.7032967032967035
training,181,182,0,1,3,4,0,1,0,32.0,38.0614,33.4274641596156,54.0,1.6875
training,182,180,0,1,3,6,0,1,0,92.0,113.6702,83.76658139350512,213.0,2.315217391304348
training,180,113,0,1,3,10,1,0,0,69.0,85.9194,65.69638004016437,229.0,3.318840579710145
training,30,232,1,0,3,19,1,0,0,66.0,78.8937,47.52632186922779,119.0,1.803030303030303
training,4,790,0,1,1,18,1,0,0,137.0,165.00539999999998,120.88521567091794,226.0,1.6496350364963503
training,1056,1057,0,1,2,2,0,1,0,30.0,24.4872,23.43638545093959,32.0,1.0666666666666669
training,1057,1555,0,1,2,3,0,1,0,47.0,37.8258,35.69288501447273,47.0,1.0
training,1058,1059,0,1,2,5,0,1,0,22.0,24.3208,22.03472788024959,38.0,1.7272727272727273
training,1059,4,0,1,2,6,0,1,0,86.0,81.7894,58.39547135742628,152.0,1.7674418604651163
training,27,1014,1,0,6,22,0,1,0,24.0,28.826,19.32256379048506,94.0,3.9166666666666665
training,92,430,1,0,5,17,1,0,0,22.0,21.4293,16.702045054026478,112.0,5.090909090909091
training,21,22,0,1,4,8,1,0,0,111.0,147.1774,128.80578136991352,275.0,2.477477477477477
training,22,23,0,1,4,16,1,0,0,124.0,167.18970000000002,144.62966314287803,281.0,2.2661290322580645
training,23,24,0,1,4,21,0,1,0,55.0,70.4413,60.891577956826175,151.0,2.7454545454545456
training,30,1094,1,0,2,19,1,0,0,69.0,66.1904,54.96794672162088,102.0,1.4782608695652173
training,163,164,1,0,5,22,0,1,0,23.0,30.7567,22.90297776587265,58.0,2.5217391304347827
training,164,165,1,0,5,23,0,1,0,14.0,19.9747,18.96455326882541,76.0,5.428571428571429
training,2,326,1,0,5,14,1,0,0,30.0,34.0169,22.49511518199643,189.0,6.3
training,14,176,0,1,2,10,1,0,0,129.0,181.1816,173.54487503147777,217.0,1.682170542635659
training,4,91,1,0,1,6,0,1,0,49.0,38.3558,28.20698417856627,110.0,2.2448979591836733
training,500,821,1,0,3,4,0,1,0,32.0,45.9995,36.88156182769056,195.0,6.09375
training,30,92,0,1,2,14,1,0,0,1015.0,1427.5343,1300.7468847768396,2260.0,2.226600985221675
training,897,85,1,0,4,19,1,0,0,15.0,20.0424,17.484648592395878,34.0,2.2666666666666666
training,109,1077,0,1,5,1,0,1,0,45.0,64.5767,52.17147832234811,88.0,1.9555555555555555
training,1077,1078,0,1,5,8,1,0,0,83.0,111.278,82.45883846201275,116.0,1.3975903614457832
training,1078,436,0,1,5,10,1,0,0,114.0,154.908,120.11859773863893,254.0,2.2280701754385963
training,436,83,0,1,5,14,1,0,0,114.0,154.00529999999998,98.42411638434312,200.0,1.7543859649122806
training,83,1079,0,1,5,21,0,1,0,47.0,64.8176,57.92279842641508,86.0,1.8297872340425527
training,1079,840,0,1,6,0,0,1,0,38.0,52.1709,38.31008309209031,64.0,1.6842105263157894
training,840,109,0,1,6,1,0,1,0,87.0,116.2608,93.83288090224866,145.0,1.6666666666666667
training,92,1199,1,0,3,17,1,0,0,37.0,34.564,24.9457004065034,192.0,5.1891891891891895
training,503,87,0,1,5,6,0,1,0,245.0,337.0991,176.1742874329604,659.0,2.6897959183673468
training,112,5,1,0,5,6,0,1,0,21.0,17.605400000000003,17.123372646364764,47.0,2.238095238095238
training,30,894,0,1,6,12,1,0,0,136.0,170.7865,143.80118496574983,264.0,1.9411764705882355
training,27,650,0,1,2,23,0,1,0,14.0,21.2403,20.49832127910856,44.0,3.142857142857143
training,295,296,0,1,3,2,0,1,0,35.0,49.5474,45.95264606658508,57.0,1.6285714285714286
training,296,742,0,1,3,3,0,1,0,33.0,29.9705,28.29763193190661,43.0,1.303030303030303
training,5,459,1,0,4,3,0,1,0,32.0,28.8747,21.76067222360076,122.0,3.8125
training,195,30,1,0,6,10,1,0,0,38.0,38.6959,33.11755687061237,70.0,1.8421052631578947
training,92,341,0,1,5,18,1,0,0,109.0,150.5811,136.56748714692043,224.0,2.055045871559633
training,759,92,0,1,6,5,0,1,0,145.0,206.5345,189.30274630672625,266.0,1.834482758620689
training,57,873,1,0,1,20,0,1,0,12.0,11.213299999999998,10.622677398940956,20.0,1.6666666666666667
training,17,410,1,0,6,22,0,1,0,34.0,44.463,32.56053523217507,84.0,2.4705882352941178
